"type","element1","type1","charge1","ind11","inda1","logp1","lumo1","element2","type2","charge2","ind12","inda2","logp2","lumo2","Class"
7,"c",22,-0.128,0,0,2.68,-1.102,"c",22,0.202,0,0,2.68,-1.102,"yes"
1,"c",22,-0.128,0,0,2.68,-1.102,"h",3,0.132,0,0,2.68,-1.102,"yes"
1,"c",22,-0.128,0,0,2.68,-1.102,"h",3,0.132,0,0,2.68,-1.102,"yes"
1,"c",22,-0.128,0,0,2.68,-1.102,"n",38,0.801,0,0,2.68,-1.102,"yes"
2,"n",38,0.801,0,0,2.68,-1.102,"o",40,-0.398,0,0,2.68,-1.102,"yes"
2,"n",38,0.801,0,0,2.68,-1.102,"o",40,-0.398,0,0,2.68,-1.102,"yes"
1,"n",32,-0.779,0,0,2.68,-1.102,"h",1,0.332,0,0,2.68,-1.102,"yes"
7,"c",22,-0.128,0,0,2.68,-1.102,"c",29,0.002,0,0,2.68,-1.102,"yes"
7,"c",29,0.002,0,0,2.68,-1.102,"c",22,-0.128,0,0,2.68,-1.102,"yes"
7,"c",22,-0.128,0,0,2.68,-1.102,"c",22,-0.128,0,0,2.68,-1.102,"yes"
1,"c",21,0.062,0,0,1.94,-0.937,"c",10,0.152,0,0,1.94,-0.937,"no"
1,"c",22,-0.068,0,0,1.94,-0.937,"n",38,0.861,0,0,1.94,-0.937,"no"
2,"n",38,0.861,0,0,1.94,-0.937,"o",40,-0.339,0,0,1.94,-0.937,"no"
1,"c",22,-0.068,0,0,1.94,-0.937,"h",3,0.191,0,0,1.94,-0.937,"no"
1,"c",10,0.152,0,0,1.94,-0.937,"h",3,0.112,0,0,1.94,-0.937,"no"
7,"n",34,-0.479,0,0,1.94,-0.937,"c",21,0.062,0,0,1.94,-0.937,"no"
7,"c",26,-0.038,0,0,1.94,-0.937,"n",34,-0.479,0,0,1.94,-0.937,"no"
7,"c",22,-0.11,1,0,3.36,-2.158,"c",26,-0.08,1,0,3.36,-2.158,"yes"
1,"c",22,-0.11,1,0,3.36,-2.158,"h",3,0.149,1,0,3.36,-2.158,"yes"
1,"c",22,-0.11,1,0,3.36,-2.158,"h",3,0.149,1,0,3.36,-2.158,"yes"
2,"n",38,0.819,1,0,3.36,-2.158,"o",40,-0.381,1,0,3.36,-2.158,"yes"
2,"n",38,0.819,1,0,3.36,-2.158,"o",40,-0.381,1,0,3.36,-2.158,"yes"
7,"c",26,-0.08,1,0,3.36,-2.158,"c",22,-0.11,1,0,3.36,-2.158,"yes"
7,"c",22,-0.11,1,0,3.36,-2.158,"c",22,-0.11,1,0,3.36,-2.158,"yes"
7,"c",22,-0.142,1,0,2.29,-2.87,"c",22,0.188,1,0,2.29,-2.87,"yes"
7,"c",22,-0.142,1,0,2.29,-2.87,"c",22,-0.142,1,0,2.29,-2.87,"yes"
1,"c",22,-0.142,1,0,2.29,-2.87,"h",3,0.118,1,0,2.29,-2.87,"yes"
1,"c",22,-0.142,1,0,2.29,-2.87,"h",3,0.118,1,0,2.29,-2.87,"yes"
1,"n",32,-0.412,1,0,2.29,-2.87,"h",1,0.288,1,0,2.29,-2.87,"yes"
1,"c",22,-0.142,1,0,2.29,-2.87,"n",38,0.787,1,0,2.29,-2.87,"yes"
2,"n",38,0.787,1,0,2.29,-2.87,"o",40,-0.413,1,0,2.29,-2.87,"yes"
7,"c",22,-0.142,1,0,2.29,-2.87,"c",22,0.188,1,0,2.29,-2.87,"yes"
7,"c",22,0.188,1,0,2.29,-2.87,"c",22,0.188,1,0,2.29,-2.87,"yes"
1,"c",22,-0.142,1,0,2.29,-2.87,"h",3,0.118,1,0,2.29,-2.87,"yes"
7,"c",22,-0.118,1,0,4.69,-1.698,"c",22,-0.118,1,0,4.69,-1.698,"yes"
7,"c",27,-0.088,1,0,4.69,-1.698,"c",27,-0.088,1,0,4.69,-1.698,"yes"
7,"c",27,-0.088,1,0,4.69,-1.698,"c",27,0.012,1,0,4.69,-1.698,"yes"
7,"c",22,-0.118,1,0,4.69,-1.698,"c",27,0.012,1,0,4.69,-1.698,"yes"
1,"c",22,-0.118,1,0,4.69,-1.698,"h",3,0.141,1,0,4.69,-1.698,"yes"
1,"c",22,-0.118,1,0,4.69,-1.698,"h",3,0.142,1,0,4.69,-1.698,"yes"
7,"c",22,-0.118,1,0,4.69,-1.698,"c",22,-0.118,1,0,4.69,-1.698,"yes"
7,"c",22,-0.118,1,0,4.69,-1.698,"c",22,-0.118,1,0,4.69,-1.698,"yes"
1,"n",38,0.811,1,0,4.69,-1.698,"c",22,-0.118,1,0,4.69,-1.698,"yes"
1,"c",22,-0.118,1,0,4.69,-1.698,"h",3,0.142,1,0,4.69,-1.698,"yes"
1,"c",22,-0.118,1,0,4.69,-1.698,"h",3,0.142,1,0,4.69,-1.698,"yes"
2,"n",38,0.811,1,0,4.69,-1.698,"o",40,-0.389,1,0,4.69,-1.698,"yes"
7,"c",27,-0.088,1,0,4.69,-1.698,"c",27,0.012,1,0,4.69,-1.698,"yes"
7,"c",27,0.012,1,0,4.69,-1.698,"c",22,-0.118,1,0,4.69,-1.698,"yes"
1,"c",22,-0.118,1,0,4.69,-1.698,"h",3,0.142,1,0,4.69,-1.698,"yes"
1,"c",21,0.03,0,0,-0.02,-0.995,"c",10,0.121,0,0,-0.02,-0.995,"no"
1,"o",45,-0.619,0,0,-0.02,-0.995,"h",8,0.431,0,0,-0.02,-0.995,"no"
1,"c",10,0.121,0,0,-0.02,-0.995,"h",3,0.08,0,0,-0.02,-0.995,"no"
7,"c",21,0.03,0,0,-0.02,-0.995,"n",34,-0.509,0,0,-0.02,-0.995,"no"
7,"n",34,-0.509,0,0,-0.02,-0.995,"c",21,0.03,0,0,-0.02,-0.995,"no"
7,"c",21,0.03,0,0,-0.02,-0.995,"n",34,-0.509,0,0,-0.02,-0.995,"no"
1,"c",21,0.03,0,0,-0.02,-0.995,"n",38,0.831,0,0,-0.02,-0.995,"no"
1,"n",34,-0.509,0,0,-0.02,-0.995,"c",10,0.03,0,0,-0.02,-0.995,"no"
1,"c",22,-0.115,0,0,1.75,-1.411,"n",38,0.816,0,0,1.75,-1.411,"yes"
2,"n",38,0.816,0,0,1.75,-1.411,"o",40,-0.384,0,0,1.75,-1.411,"yes"
1,"c",22,-0.115,0,0,1.75,-1.411,"h",3,0.145,0,0,1.75,-1.411,"yes"
1,"c",21,-0.115,0,0,1.75,-1.411,"h",3,0.145,0,0,1.75,-1.411,"yes"
7,"c",22,-0.115,0,0,1.75,-1.411,"c",22,-0.115,0,0,1.75,-1.411,"yes"
7,"n",34,-0.384,0,0,1.75,-1.411,"n",34,-0.384,0,0,1.75,-1.411,"yes"
1,"c",28,0.012,1,0,4.44,-2.191,"c",29,0.012,1,0,4.44,-2.191,"yes"
1,"c",22,-0.118,1,0,4.44,-2.191,"h",3,0.142,1,0,4.44,-2.191,"yes"
7,"c",22,-0.118,1,0,4.44,-2.191,"c",28,0.012,1,0,4.44,-2.191,"yes"
7,"c",22,-0.118,1,0,4.44,-2.191,"c",22,-0.118,1,0,4.44,-2.191,"yes"
7,"c",22,-0.118,1,0,4.44,-2.191,"c",22,-0.118,1,0,4.44,-2.191,"yes"
1,"c",22,-0.118,1,0,4.44,-2.191,"h",3,0.142,1,0,4.44,-2.191,"yes"
1,"c",22,-0.118,1,0,4.44,-2.191,"h",3,0.142,1,0,4.44,-2.191,"yes"
1,"c",22,-0.118,1,0,4.44,-2.191,"n",38,0.812,1,0,4.44,-2.191,"yes"
2,"n",38,0.812,1,0,4.44,-2.191,"o",40,-0.388,1,0,4.44,-2.191,"yes"
2,"n",38,0.812,1,0,4.44,-2.191,"o",40,-0.388,1,0,4.44,-2.191,"yes"
2,"n",38,0.812,1,0,4.44,-2.191,"o",40,-0.388,1,0,4.44,-2.191,"yes"
2,"n",38,0.812,1,0,4.44,-2.191,"o",40,-0.388,1,0,4.44,-2.191,"yes"
7,"c",27,-0.088,1,0,4.44,-2.191,"c",28,0.012,1,0,4.44,-2.191,"yes"
7,"c",22,-0.124,1,0,3.85,-1.151,"c",22,-0.125,1,0,3.85,-1.151,"yes"
1,"c",10,-0.095,1,0,3.85,-1.151,"c",10,-0.095,1,0,3.85,-1.151,"yes"
1,"c",10,-0.095,1,0,3.85,-1.151,"h",3,0.055,1,0,3.85,-1.151,"yes"
1,"c",10,-0.095,1,0,3.85,-1.151,"h",3,0.055,1,0,3.85,-1.151,"yes"
1,"c",22,-0.125,1,0,3.85,-1.151,"n",38,0.806,1,0,3.85,-1.151,"yes"
2,"n",38,0.806,1,0,3.85,-1.151,"o",40,-0.394,1,0,3.85,-1.151,"yes"
7,"c",22,-0.125,1,0,3.85,-1.151,"c",27,0.005,1,0,3.85,-1.151,"yes"
7,"c",27,0.005,1,0,3.85,-1.151,"c",27,0.005,1,0,3.85,-1.151,"yes"
7,"c",27,0.005,1,0,3.85,-1.151,"c",22,0.005,1,0,3.85,-1.151,"yes"
7,"c",22,0.005,1,0,3.85,-1.151,"c",22,-0.124,1,0,3.85,-1.151,"yes"
1,"c",22,-0.125,1,0,3.85,-1.151,"h",3,0.136,1,0,3.85,-1.151,"yes"
1,"c",22,-0.125,1,0,3.85,-1.151,"h",3,0.136,1,0,3.85,-1.151,"yes"
1,"c",22,-0.124,1,0,3.85,-1.151,"h",3,0.136,1,0,3.85,-1.151,"yes"
2,"n",38,0.843,0,0,1.59,-1.362,"o",40,-0.357,0,0,1.59,-1.362,"no"
7,"c",26,-0.058,0,0,1.59,-1.362,"c",22,-0.088,0,0,1.59,-1.362,"no"
7,"c",26,0.002,0,0,1.59,-1.362,"n",34,-0.497,0,0,1.59,-1.362,"no"
7,"n",34,-0.497,0,0,1.59,-1.362,"c",21,0.042,0,0,1.59,-1.362,"no"
7,"c",26,-0.058,0,0,1.59,-1.362,"n",34,-0.497,0,0,1.59,-1.362,"no"
7,"c",22,-0.126,0,0,1.72,-1.737,"c",22,-0.126,0,0,1.72,-1.737,"no"
1,"c",22,0.184,0,0,1.72,-1.737,"o",50,-0.227,0,0,1.72,-1.737,"no"
1,"c",10,0.094,0,0,1.72,-1.737,"h",3,0.054,0,0,1.72,-1.737,"no"
2,"n",38,0.802,0,0,1.72,-1.737,"o",40,-0.396,0,0,1.72,-1.737,"no"
7,"c",22,-0.126,0,0,1.72,-1.737,"c",22,-0.126,0,0,1.72,-1.737,"no"
7,"c",22,-0.126,0,0,1.72,-1.737,"c",22,-0.126,0,0,1.72,-1.737,"no"
7,"c",22,-0.126,0,0,1.72,-1.737,"c",22,0.184,0,0,1.72,-1.737,"no"
7,"c",22,0.184,0,0,1.72,-1.737,"c",22,-0.126,0,0,1.72,-1.737,"no"
1,"c",22,-0.126,0,0,1.72,-1.737,"h",3,0.133,0,0,1.72,-1.737,"no"
1,"c",22,-0.126,0,0,1.72,-1.737,"h",3,0.133,0,0,1.72,-1.737,"no"
7,"c",22,-0.133,0,0,1.92,-0.854,"c",22,-0.133,0,0,1.92,-0.854,"no"
1,"n",32,-0.405,0,0,1.92,-0.854,"c",10,-0.003,0,0,1.92,-0.854,"no"
1,"c",22,-0.003,0,0,1.92,-0.854,"c",10,-0.104,0,0,1.92,-0.854,"no"
1,"n",32,-0.405,0,0,1.92,-0.854,"h",1,0.297,0,0,1.92,-0.854,"no"
1,"c",10,-0.104,0,0,1.92,-0.854,"h",3,0.047,0,0,1.92,-0.854,"no"
1,"c",10,-0.104,0,0,1.92,-0.854,"h",3,0.047,0,0,1.92,-0.854,"no"
1,"c",10,-0.003,0,0,1.92,-0.854,"h",3,0.047,0,0,1.92,-0.854,"no"
1,"c",10,-0.003,0,0,1.92,-0.854,"h",3,0.047,0,0,1.92,-0.854,"no"
2,"n",38,0.796,0,0,1.92,-0.854,"o",40,-0.405,0,0,1.92,-0.854,"no"
7,"c",22,-0.133,0,0,1.92,-0.854,"c",22,-0.133,0,0,1.92,-0.854,"no"
2,"c",16,-0.191,1,0,4.19,-1.623,"c",16,-0.191,1,0,4.19,-1.623,"yes"
7,"c",27,-0.091,1,0,4.19,-1.623,"c",27,0.009,1,0,4.19,-1.623,"yes"
7,"c",22,-0.121,1,0,4.19,-1.623,"c",27,0.009,1,0,4.19,-1.623,"yes"
7,"c",27,0.009,1,0,4.19,-1.623,"c",22,-0.121,1,0,4.19,-1.623,"yes"
7,"c",22,-0.121,1,0,4.19,-1.623,"c",22,-0.121,1,0,4.19,-1.623,"yes"
7,"c",27,0.009,1,0,4.19,-1.623,"c",22,-0.121,1,0,4.19,-1.623,"yes"
7,"c",22,-0.121,1,0,4.19,-1.623,"c",22,-0.121,1,0,4.19,-1.623,"yes"
1,"c",16,-0.191,1,0,4.19,-1.623,"c",10,0.109,1,0,4.19,-1.623,"yes"
1,"c",22,-0.121,1,0,4.19,-1.623,"h",3,0.139,1,0,4.19,-1.623,"yes"
1,"c",10,0.109,1,0,4.19,-1.623,"h",3,0.059,1,0,4.19,-1.623,"yes"
1,"c",16,-0.191,1,0,4.19,-1.623,"h",3,0.109,1,0,4.19,-1.623,"yes"
1,"c",22,-0.121,1,0,4.19,-1.623,"n",38,0.808,1,0,4.19,-1.623,"yes"
1,"c",10,0.109,1,0,4.19,-1.623,"c",22,-0.121,1,0,4.19,-1.623,"yes"
7,"c",22,-0.121,1,0,4.19,-1.623,"c",27,0.009,1,0,4.19,-1.623,"yes"
7,"c",22,-0.121,1,0,4.19,-1.623,"c",22,0.109,1,0,4.19,-1.623,"yes"
1,"c",22,0.109,1,0,4.19,-1.623,"c",16,-0.191,1,0,4.19,-1.623,"yes"
7,"c",22,-0.124,1,0,3.08,-1.34,"c",22,-0.124,1,0,3.08,-1.34,"yes"
7,"c",22,-0.124,1,0,3.08,-1.34,"c",22,-0.124,1,0,3.08,-1.34,"yes"
1,"c",22,-0.124,1,0,3.08,-1.34,"h",3,0.136,1,0,3.08,-1.34,"yes"
1,"c",10,0.006,1,0,3.08,-1.34,"h",3,0.056,1,0,3.08,-1.34,"yes"
1,"c",22,-0.124,1,0,3.08,-1.34,"n",38,0.805,1,0,3.08,-1.34,"yes"
2,"n",38,0.805,1,0,3.08,-1.34,"o",40,-0.394,1,0,3.08,-1.34,"yes"
1,"c",14,0.605,1,0,3.08,-1.34,"c",10,-0.144,1,0,3.08,-1.34,"yes"
2,"c",14,0.605,1,0,3.08,-1.34,"o",40,-0.544,1,0,3.08,-1.34,"yes"
1,"c",10,-0.144,1,0,3.08,-1.34,"h",3,0.056,1,0,3.08,-1.34,"yes"
1,"c",10,-0.144,1,0,3.08,-1.34,"h",3,0.056,1,0,3.08,-1.34,"yes"
7,"c",27,0.009,1,0,4.19,-1.742,"c",27,-0.091,1,0,4.19,-1.742,"yes"
7,"c",22,-0.121,1,0,4.19,-1.742,"c",27,0.009,1,0,4.19,-1.742,"yes"
7,"c",22,-0.121,1,0,4.19,-1.742,"c",22,-0.121,1,0,4.19,-1.742,"yes"
7,"c",27,0.009,1,0,4.19,-1.742,"c",22,-0.121,1,0,4.19,-1.742,"yes"
1,"c",22,-0.121,1,0,4.19,-1.742,"h",3,0.139,1,0,4.19,-1.742,"yes"
1,"c",22,-0.121,1,0,4.19,-1.742,"h",3,0.139,1,0,4.19,-1.742,"yes"
1,"c",22,-0.121,1,0,4.19,-1.742,"h",3,0.139,1,0,4.19,-1.742,"yes"
1,"c",16,-0.191,1,0,4.19,-1.742,"h",3,0.109,1,0,4.19,-1.742,"yes"
7,"c",27,-0.091,1,0,4.19,-1.742,"c",27,0.009,1,0,4.19,-1.742,"yes"
7,"c",22,0.109,1,0,4.19,-1.742,"c",27,0.009,1,0,4.19,-1.742,"yes"
1,"c",28,0.012,1,0,4.44,-2.172,"c",29,0.012,1,0,4.44,-2.172,"yes"
7,"c",22,-0.118,1,0,4.44,-2.172,"c",28,0.012,1,0,4.44,-2.172,"yes"
7,"c",28,0.012,1,0,4.44,-2.172,"c",22,-0.118,1,0,4.44,-2.172,"yes"
7,"c",22,-0.118,1,0,4.44,-2.172,"c",22,-0.118,1,0,4.44,-2.172,"yes"
7,"c",22,-0.118,1,0,4.44,-2.172,"c",22,-0.118,1,0,4.44,-2.172,"yes"
7,"c",22,-0.118,1,0,4.44,-2.172,"c",22,-0.118,1,0,4.44,-2.172,"yes"
2,"n",38,0.812,1,0,4.44,-2.172,"o",40,-0.388,1,0,4.44,-2.172,"yes"
7,"c",22,-0.118,1,0,4.44,-2.172,"c",22,-0.118,1,0,4.44,-2.172,"yes"
2,"n",38,0.812,1,0,4.44,-2.172,"o",40,-0.388,1,0,4.44,-2.172,"yes"
1,"c",22,-0.118,1,0,4.44,-2.172,"h",3,0.142,1,0,4.44,-2.172,"yes"
7,"c",27,0.012,1,0,4.44,-2.172,"c",27,-0.088,1,0,4.44,-2.172,"yes"
1,"c",28,0.012,1,0,4.44,-2.172,"c",28,0.012,1,0,4.44,-2.172,"yes"
7,"c",27,0.012,1,0,4.44,-2.172,"c",22,-0.118,1,0,4.44,-2.172,"yes"
7,"c",22,-0.118,1,0,4.44,-2.172,"c",29,0.012,1,0,4.44,-2.172,"yes"
7,"c",22,-0.118,1,0,4.44,-2.172,"c",22,-0.118,1,0,4.44,-2.172,"yes"
1,"n",32,-0.755,0,0,2.78,-1.691,"h",1,0.356,0,0,2.78,-1.691,"no"
1,"c",22,-0.104,0,0,2.78,-1.691,"b",94,-0.124,0,0,2.78,-1.691,"no"
2,"n",38,0.825,0,0,2.78,-1.691,"o",40,-0.375,0,0,2.78,-1.691,"no"
2,"n",38,0.825,0,0,2.78,-1.691,"o",40,-0.375,0,0,2.78,-1.691,"no"
2,"n",38,0.825,0,0,2.78,-1.691,"o",40,-0.375,0,0,2.78,-1.691,"no"
7,"c",22,-0.104,0,0,2.78,-1.691,"c",22,-0.104,0,0,2.78,-1.691,"no"
7,"c",22,0.226,0,0,2.78,-1.691,"c",22,-0.104,0,0,2.78,-1.691,"no"
1,"c",22,0.226,0,0,2.78,-1.691,"n",32,-0.755,0,0,2.78,-1.691,"no"
7,"c",22,-0.106,1,0,5.61,-2.221,"c",22,-0.106,1,0,5.61,-2.221,"yes"
1,"c",22,-0.106,1,0,5.61,-2.221,"h",3,0.154,1,0,5.61,-2.221,"yes"
7,"c",22,-0.106,1,0,5.61,-2.221,"c",195,-0.076,1,0,5.61,-2.221,"yes"
7,"c",27,-0.076,1,0,5.61,-2.221,"c",27,-0.076,1,0,5.61,-2.221,"yes"
7,"c",22,-0.106,1,0,5.61,-2.221,"c",27,-0.076,1,0,5.61,-2.221,"yes"
7,"c",22,-0.106,1,0,5.61,-2.221,"c",22,-0.106,1,0,5.61,-2.221,"yes"
7,"c",22,-0.106,1,0,5.61,-2.221,"c",22,-0.106,1,0,5.61,-2.221,"yes"
7,"c",22,-0.106,1,0,5.61,-2.221,"c",22,-0.106,1,0,5.61,-2.221,"yes"
1,"c",22,-0.106,1,0,5.61,-2.221,"h",3,0.154,1,0,5.61,-2.221,"yes"
7,"c",22,-0.106,1,0,5.61,-2.221,"c",27,0.024,1,0,5.61,-2.221,"yes"
1,"c",22,-0.106,1,0,5.61,-2.221,"n",38,0.823,1,0,5.61,-2.221,"yes"
1,"c",22,-0.106,1,0,5.61,-2.221,"n",38,0.823,1,0,5.61,-2.221,"yes"
2,"n",38,0.823,1,0,5.61,-2.221,"o",40,-0.377,1,0,5.61,-2.221,"yes"
7,"c",195,-0.076,1,0,5.61,-2.221,"c",195,-0.076,1,0,5.61,-2.221,"yes"
7,"c",195,-0.076,1,0,5.61,-2.221,"c",195,-0.076,1,0,5.61,-2.221,"yes"
7,"c",195,-0.076,1,0,5.61,-2.221,"c",22,-0.106,1,0,5.61,-2.221,"yes"
7,"c",22,-0.113,0,0,3,-2.687,"c",22,-0.113,0,0,3,-2.687,"yes"
7,"c",22,-0.113,0,0,3,-2.687,"c",22,-0.113,0,0,3,-2.687,"yes"
1,"c",22,-0.113,0,0,3,-2.687,"n",38,0.818,0,0,3,-2.687,"yes"
2,"n",38,0.818,0,0,3,-2.687,"o",40,-0.382,0,0,3,-2.687,"yes"
7,"c",22,-0.113,0,0,3,-2.687,"c",22,-0.113,0,0,3,-2.687,"yes"
2,"n",38,0.818,0,0,3,-2.687,"o",40,-0.382,0,0,3,-2.687,"yes"
7,"c",22,-0.113,0,0,3,-2.687,"c",22,-0.113,0,0,3,-2.687,"yes"
1,"c",22,-0.113,0,0,3,-2.687,"h",3,0.147,0,0,3,-2.687,"yes"
7,"c",22,-0.115,1,0,4.44,-1.974,"c",22,-0.115,1,0,4.44,-1.974,"yes"
1,"c",22,-0.115,1,0,4.44,-1.974,"h",3,0.146,1,0,4.44,-1.974,"yes"
7,"c",27,0.015,1,0,4.44,-1.974,"c",22,-0.115,1,0,4.44,-1.974,"yes"
7,"c",22,-0.115,1,0,4.44,-1.974,"c",22,-0.115,1,0,4.44,-1.974,"yes"
7,"c",22,-0.115,1,0,4.44,-1.974,"c",22,-0.115,1,0,4.44,-1.974,"yes"
7,"c",22,-0.115,1,0,4.44,-1.974,"c",22,-0.115,1,0,4.44,-1.974,"yes"
1,"c",22,-0.115,1,0,4.44,-1.974,"n",38,0.816,1,0,4.44,-1.974,"yes"
7,"c",27,0.015,1,0,4.44,-1.974,"c",27,-0.085,1,0,4.44,-1.974,"yes"
1,"c",22,-0.115,1,0,4.44,-1.974,"h",3,0.145,1,0,4.44,-1.974,"yes"
1,"c",22,-0.115,1,0,4.44,-1.974,"h",3,0.146,1,0,4.44,-1.974,"yes"
7,"c",22,-0.115,1,0,4.44,-2.306,"c",22,-0.115,1,0,4.44,-2.306,"yes"
7,"c",22,-0.115,1,0,4.44,-2.306,"c",22,-0.115,1,0,4.44,-2.306,"yes"
7,"c",27,0.015,1,0,4.44,-2.306,"c",27,-0.085,1,0,4.44,-2.306,"yes"
1,"c",22,-0.115,1,0,4.44,-2.306,"h",3,0.146,1,0,4.44,-2.306,"yes"
1,"c",22,-0.115,1,0,4.44,-2.306,"h",3,0.146,1,0,4.44,-2.306,"yes"
7,"c",22,-0.115,1,0,4.44,-2.306,"c",27,0.015,1,0,4.44,-2.306,"yes"
1,"c",22,-0.115,1,0,4.44,-2.306,"h",3,0.145,1,0,4.44,-2.306,"yes"
7,"c",22,-0.115,1,0,4.44,-2.306,"c",22,-0.115,1,0,4.44,-2.306,"yes"
7,"c",22,-0.115,1,0,4.44,-2.306,"c",22,-0.115,1,0,4.44,-2.306,"yes"
7,"c",22,-0.115,1,0,4.44,-2.306,"c",22,-0.115,1,0,4.44,-2.306,"yes"
1,"c",22,-0.115,1,0,4.44,-2.306,"h",3,0.146,1,0,4.44,-2.306,"yes"
1,"c",22,-0.115,1,0,4.44,-2.306,"h",3,0.145,1,0,4.44,-2.306,"yes"
1,"c",22,-0.115,1,0,4.44,-2.306,"n",38,0.816,1,0,4.44,-2.306,"yes"
2,"n",38,0.816,1,0,4.44,-2.306,"o",40,-0.384,1,0,4.44,-2.306,"yes"
2,"n",38,0.816,1,0,4.44,-2.306,"o",40,-0.384,1,0,4.44,-2.306,"yes"
7,"c",27,-0.085,1,0,4.44,-2.306,"c",27,-0.085,1,0,4.44,-2.306,"yes"
7,"c",27,0.015,1,0,4.44,-2.306,"c",27,-0.085,1,0,4.44,-2.306,"yes"
7,"c",27,0.015,1,0,4.44,-2.306,"c",22,-0.115,1,0,4.44,-2.306,"yes"
7,"c",27,0.008,1,0,4.69,-1.522,"c",22,-0.122,1,0,4.69,-1.522,"yes"
7,"c",22,-0.122,1,0,4.69,-1.522,"c",22,-0.122,1,0,4.69,-1.522,"yes"
7,"c",22,-0.122,1,0,4.69,-1.522,"c",29,0.008,1,0,4.69,-1.522,"yes"
7,"c",22,-0.122,1,0,4.69,-1.522,"c",22,-0.122,1,0,4.69,-1.522,"yes"
1,"c",22,-0.122,1,0,4.69,-1.522,"h",3,0.139,1,0,4.69,-1.522,"yes"
1,"c",22,-0.122,1,0,4.69,-1.522,"h",3,0.138,1,0,4.69,-1.522,"yes"
1,"c",22,-0.122,1,0,4.69,-1.522,"h",3,0.138,1,0,4.69,-1.522,"yes"
1,"c",22,-0.122,1,0,4.69,-1.522,"n",38,0.809,1,0,4.69,-1.522,"yes"
7,"c",22,-0.122,1,0,4.69,-1.522,"c",27,0.008,1,0,4.69,-1.522,"yes"
7,"c",27,-0.092,1,0,4.69,-1.522,"c",28,0.008,1,0,4.69,-1.522,"yes"
7,"c",22,-0.125,1,0,4.42,-1.709,"c",22,-0.125,1,0,4.42,-1.709,"yes"
7,"c",22,-0.125,1,0,4.42,-1.709,"c",22,-0.125,1,0,4.42,-1.709,"yes"
7,"c",27,0.005,1,0,4.42,-1.709,"c",22,-0.125,1,0,4.42,-1.709,"yes"
7,"c",22,-0.125,1,0,4.42,-1.709,"c",27,0.005,1,0,4.42,-1.709,"yes"
1,"c",14,0.706,1,0,4.42,-1.709,"c",10,0.005,1,0,4.42,-1.709,"yes"
1,"c",10,0.005,1,0,4.42,-1.709,"h",3,0.055,1,0,4.42,-1.709,"yes"
7,"c",22,-0.125,1,0,4.42,-1.709,"c",27,0.005,1,0,4.42,-1.709,"yes"
1,"c",22,-0.125,1,0,4.42,-1.709,"h",3,0.136,1,0,4.42,-1.709,"yes"
1,"c",22,-0.125,1,0,4.42,-1.709,"h",3,0.136,1,0,4.42,-1.709,"yes"
7,"c",22,-0.115,1,0,4.44,-2.31,"c",22,-0.115,1,0,4.44,-2.31,"yes"
7,"c",22,-0.115,1,0,4.44,-2.31,"c",27,0.015,1,0,4.44,-2.31,"yes"
7,"c",27,0.015,1,0,4.44,-2.31,"c",27,-0.085,1,0,4.44,-2.31,"yes"
1,"c",22,-0.115,1,0,4.44,-2.31,"h",3,0.146,1,0,4.44,-2.31,"yes"
7,"c",22,-0.115,1,0,4.44,-2.31,"c",27,0.015,1,0,4.44,-2.31,"yes"
7,"c",27,0.015,1,0,4.44,-2.31,"c",22,-0.115,1,0,4.44,-2.31,"yes"
1,"c",22,-0.115,1,0,4.44,-2.31,"h",3,0.145,1,0,4.44,-2.31,"yes"
1,"c",22,-0.115,1,0,4.44,-2.31,"h",3,0.145,1,0,4.44,-2.31,"yes"
7,"c",22,-0.115,1,0,4.44,-2.31,"c",22,-0.115,1,0,4.44,-2.31,"yes"
1,"c",22,-0.115,1,0,4.44,-2.31,"h",3,0.146,1,0,4.44,-2.31,"yes"
1,"c",22,-0.115,1,0,4.44,-2.31,"h",3,0.145,1,0,4.44,-2.31,"yes"
1,"c",22,-0.115,1,0,4.44,-2.31,"n",38,0.816,1,0,4.44,-2.31,"yes"
7,"c",27,-0.085,1,0,4.44,-2.31,"c",27,-0.085,1,0,4.44,-2.31,"yes"
7,"c",27,0.015,1,0,4.44,-2.31,"c",27,-0.085,1,0,4.44,-2.31,"yes"
7,"c",22,-0.115,1,0,4.44,-2.31,"c",27,0.015,1,0,4.44,-2.31,"yes"
1,"c",22,-0.115,1,0,4.44,-2.31,"h",3,0.145,1,0,4.44,-2.31,"yes"
1,"c",22,-0.134,0,0,2.03,-1.112,"h",3,0.127,0,0,2.03,-1.112,"no"
1,"c",10,0.087,0,0,2.03,-1.112,"h",3,0.047,0,0,2.03,-1.112,"no"
1,"c",10,0.087,0,0,2.03,-1.112,"h",3,0.047,0,0,2.03,-1.112,"no"
2,"n",38,0.796,0,0,2.03,-1.112,"o",40,-0.404,0,0,2.03,-1.112,"no"
7,"c",22,-0.133,0,0,2.03,-1.112,"c",22,-0.133,0,0,2.03,-1.112,"no"
1,"c",22,-0.114,0,0,1.49,-2.17,"n",38,0.817,0,0,1.49,-2.17,"yes"
2,"n",38,0.817,0,0,1.49,-2.17,"o",40,-0.384,0,0,1.49,-2.17,"yes"
7,"c",22,-0.114,0,0,1.49,-2.17,"c",22,-0.114,0,0,1.49,-2.17,"yes"
