"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","Class"
56,"unemployed","divorced","high.school","unknown","yes","no","cellular","nov","fri",109,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
49,"management","married","university.degree","no","no","no","cellular","jul","mon",86,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
30,"admin.","single","university.degree","no","no","no","cellular","aug","mon",123,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
29,"student","single","professional.course","no","no","no","telephone","nov","fri",232,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
30,"admin.","married","high.school","no","no","no","cellular","may","wed",166,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
34,"admin.","divorced","university.degree","no","yes","no","cellular","aug","mon",111,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
44,"entrepreneur","divorced","basic.4y","no","no","no","cellular","jul","fri",170,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"technician","single","university.degree","no","no","no","cellular","may","fri",457,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
38,"housemaid","divorced","university.degree","no","no","no","cellular","nov","wed",403,2,999,0,"nonexistent",-1.1,94.767,-50.8,1.03,4963.6,"yes"
29,"technician","married","university.degree","no","no","no","cellular","jul","thu",5,23,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",374,12,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
29,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",137,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
48,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",268,1,3,3,"success",-1.8,93.876,-40,0.668,5008.7,"yes"
42,"blue-collar","married","basic.6y","no","yes","no","cellular","may","thu",56,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
28,"services","single","unknown","no","yes","no","cellular","may","tue",83,9,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
58,"admin.","married","university.degree","no","yes","no","telephone","oct","mon",9,1,999,0,"nonexistent",-1.1,94.601,-49.5,0.953,4963.6,"no"
53,"admin.","married","basic.9y","no","no","no","telephone","may","wed",35,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
32,"services","single","basic.6y","no","unknown","unknown","telephone","jun","thu",131,3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
43,"unemployed","married","basic.9y","no","yes","no","telephone","may","thu",305,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
41,"blue-collar","married","unknown","unknown","no","no","cellular","apr","fri",203,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
30,"self-employed","married","university.degree","no","yes","no","telephone","jul","thu",150,10,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
27,"admin.","single","high.school","unknown","no","no","cellular","jul","mon",1105,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
38,"technician","married","professional.course","no","yes","yes","cellular","nov","wed",11,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
60,"technician","divorced","professional.course","unknown","yes","no","telephone","may","wed",202,6,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
50,"technician","divorced","professional.course","no","no","no","cellular","aug","mon",73,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
34,"admin.","single","high.school","no","no","no","cellular","jul","wed",127,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"management","married","high.school","no","yes","no","cellular","jul","tue",838,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
27,"student","single","university.degree","no","yes","no","telephone","may","mon",104,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
35,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",312,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"technician","married","university.degree","no","no","no","cellular","jul","fri",146,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
53,"management","married","university.degree","no","yes","no","cellular","nov","tue",313,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
59,"technician","married","basic.6y","unknown","no","no","telephone","may","thu",24,16,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
49,"housemaid","married","professional.course","no","no","no","telephone","may","thu",565,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"unemployed","married","basic.9y","no","yes","no","cellular","may","thu",218,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
29,"admin.","single","university.degree","no","no","no","telephone","jun","thu",247,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
29,"technician","single","professional.course","unknown","yes","no","cellular","nov","thu",239,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
39,"housemaid","married","basic.4y","no","no","no","cellular","aug","thu",183,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
40,"admin.","divorced","high.school","no","yes","no","cellular","may","fri",164,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
54,"admin.","married","professional.course","no","yes","no","cellular","aug","wed",103,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
43,"technician","divorced","professional.course","no","no","no","telephone","may","thu",644,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
44,"admin.","married","university.degree","no","no","no","cellular","aug","wed",96,2,4,1,"success",-2.9,92.201,-31.4,0.879,5076.2,"no"
38,"blue-collar","married","basic.9y","unknown","no","no","cellular","nov","wed",145,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
27,"admin.","single","basic.6y","no","yes","no","telephone","may","fri",195,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
28,"management","married","university.degree","no","no","no","telephone","jun","wed",771,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes"
47,"housemaid","married","university.degree","no","yes","no","cellular","aug","mon",232,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.843,5076.2,"yes"
34,"services","married","high.school","no","yes","no","cellular","jul","mon",206,6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
34,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",513,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
25,"admin.","single","university.degree","no","no","no","telephone","aug","tue",103,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,"no"
31,"technician","single","professional.course","no","yes","no","cellular","aug","tue",150,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"admin.","married","high.school","unknown","yes","no","cellular","jul","fri",393,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
50,"management","married","university.degree","no","no","no","cellular","sep","thu",718,4,999,3,"failure",-1.1,94.199,-37.5,0.878,4963.6,"no"
22,"blue-collar","single","basic.9y","no","no","no","cellular","jul","fri",106,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
48,"unknown","married","basic.4y","unknown","no","no","telephone","may","tue",375,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
35,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",36,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"technician","married","professional.course","no","yes","no","cellular","nov","wed",107,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
51,"entrepreneur","divorced","university.degree","no","yes","no","telephone","may","mon",231,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
59,"management","married","university.degree","no","yes","no","cellular","dec","thu",646,3,6,1,"success",-3,92.713,-33,0.7,5023.5,"no"
40,"blue-collar","married","basic.4y","no","no","no","cellular","nov","tue",181,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
32,"admin.","married","high.school","no","no","no","cellular","may","thu",84,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
33,"management","single","university.degree","no","yes","yes","cellular","apr","wed",1176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.498,5099.1,"yes"
35,"self-employed","married","basic.4y","unknown","no","no","telephone","jun","thu",140,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"technician","single","university.degree","no","yes","no","cellular","nov","mon",984,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"yes"
30,"student","single","high.school","no","no","no","cellular","aug","tue",592,3,999,1,"failure",-1.7,94.027,-38.3,0.899,4991.6,"yes"
32,"services","married","high.school","no","yes","no","telephone","may","wed",628,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes"
44,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",556,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
52,"retired","married","university.degree","unknown","no","no","cellular","nov","wed",172,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
40,"blue-collar","married","professional.course","no","no","yes","cellular","nov","mon",80,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
66,"retired","divorced","high.school","no","no","no","cellular","jul","wed",211,1,999,1,"failure",-1.7,94.215,-40.3,0.896,4991.6,"no"
26,"blue-collar","single","basic.6y","no","no","no","telephone","jun","wed",83,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
39,"unemployed","married","university.degree","no","yes","no","telephone","jun","thu",72,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
42,"housemaid","married","university.degree","no","no","no","cellular","nov","mon",90,4,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
36,"admin.","single","university.degree","no","no","no","cellular","oct","wed",146,1,999,1,"failure",-3.4,92.431,-26.9,0.742,5017.5,"no"
35,"self-employed","married","university.degree","no","yes","no","cellular","jul","mon",192,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"technician","married","university.degree","no","yes","no","cellular","aug","mon",204,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
39,"technician","single","professional.course","no","no","no","telephone","jul","thu",206,1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
31,"blue-collar","single","university.degree","no","no","no","cellular","jul","fri",35,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
58,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","thu",48,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"management","married","university.degree","unknown","no","no","telephone","may","mon",213,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"blue-collar","divorced","basic.6y","no","no","no","cellular","nov","wed",55,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
52,"services","married","university.degree","no","no","no","telephone","jun","mon",119,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
43,"admin.","married","high.school","unknown","no","no","cellular","may","wed",431,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
43,"technician","married","university.degree","no","yes","no","cellular","aug","mon",134,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
24,"services","single","high.school","no","no","no","telephone","may","mon",401,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
38,"self-employed","single","unknown","no","no","no","cellular","jul","tue",843,8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
31,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","mon",363,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"admin.","divorced","university.degree","no","yes","no","cellular","jul","thu",668,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
25,"self-employed","single","unknown","no","no","no","cellular","apr","mon",131,2,999,1,"failure",-1.8,93.749,-34.6,0.643,5008.7,"no"
37,"admin.","married","high.school","no","yes","no","telephone","nov","fri",136,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no"
50,"blue-collar","married","basic.9y","no","no","no","telephone","jun","tue",128,6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
25,"admin.","married","high.school","no","no","no","cellular","jul","wed",95,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"technician","single","professional.course","no","yes","no","cellular","aug","wed",178,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"management","married","high.school","no","no","no","telephone","jun","tue",206,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
52,"unemployed","married","university.degree","no","no","no","cellular","nov","fri",115,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
44,"blue-collar","single","professional.course","no","no","no","cellular","oct","tue",123,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
29,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",254,3,3,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"yes"
31,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",191,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","thu",148,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
56,"technician","married","basic.4y","unknown","unknown","unknown","telephone","may","tue",272,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
50,"technician","married","professional.course","no","yes","no","telephone","may","fri",855,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
31,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",140,3,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
48,"housemaid","married","basic.4y","no","no","no","cellular","aug","mon",248,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
27,"blue-collar","single","unknown","no","unknown","unknown","cellular","jul","tue",81,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
42,"technician","married","university.degree","unknown","no","no","telephone","jun","tue",228,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
37,"admin.","married","high.school","no","no","no","cellular","may","mon",14,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
58,"management","married","university.degree","no","no","no","cellular","aug","mon",164,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
54,"retired","married","basic.9y","no","yes","no","cellular","jul","thu",148,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"admin.","married","basic.9y","unknown","no","no","telephone","may","thu",517,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
30,"admin.","single","high.school","no","no","no","cellular","aug","fri",72,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
59,"retired","married","professional.course","no","yes","no","telephone","jun","tue",77,8,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
24,"technician","single","university.degree","no","no","no","cellular","oct","wed",197,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
58,"entrepreneur","married","high.school","no","no","no","cellular","sep","mon",145,1,999,2,"failure",-1.1,94.199,-37.5,0.882,4963.6,"no"
33,"self-employed","divorced","basic.9y","no","yes","no","telephone","may","tue",355,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"blue-collar","single","high.school","no","no","no","cellular","jul","mon",42,6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
38,"admin.","single","university.degree","unknown","yes","no","telephone","jun","tue",992,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
29,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",202,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
58,"management","married","university.degree","no","yes","no","cellular","jul","mon",260,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
55,"self-employed","married","basic.4y","unknown","unknown","unknown","cellular","aug","thu",169,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"entrepreneur","married","basic.9y","no","yes","no","cellular","jul","fri",215,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
36,"technician","single","professional.course","no","no","no","cellular","jul","thu",54,4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
56,"retired","married","professional.course","no","no","no","cellular","aug","tue",139,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"admin.","married","university.degree","no","no","no","telephone","may","thu",99,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"technician","married","university.degree","no","no","no","telephone","nov","mon",57,4,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"no"
50,"self-employed","married","basic.4y","unknown","yes","no","cellular","aug","mon",311,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
38,"services","married","high.school","unknown","yes","no","telephone","jun","mon",25,7,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
41,"technician","married","university.degree","unknown","yes","yes","cellular","apr","thu",139,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no"
41,"technician","married","professional.course","no","unknown","unknown","cellular","jun","tue",318,1,4,3,"success",-2.9,92.963,-40.8,1.262,5076.2,"yes"
32,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",459,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
49,"blue-collar","married","basic.6y","unknown","no","yes","cellular","may","tue",354,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
52,"retired","divorced","professional.course","no","no","no","cellular","jul","tue",867,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
57,"self-employed","married","university.degree","no","no","yes","cellular","jul","thu",1441,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
31,"admin.","married","high.school","no","no","no","cellular","may","thu",172,2,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
42,"self-employed","married","professional.course","unknown","unknown","unknown","cellular","may","fri",665,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
32,"entrepreneur","married","high.school","no","yes","no","cellular","nov","thu",356,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
44,"admin.","married","university.degree","no","yes","no","telephone","jun","thu",351,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
47,"admin.","married","basic.6y","unknown","yes","no","cellular","apr","thu",399,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
44,"management","married","basic.6y","no","yes","yes","cellular","mar","thu",218,1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"no"
39,"admin.","married","high.school","no","no","no","cellular","nov","wed",138,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
49,"management","divorced","university.degree","no","yes","yes","cellular","aug","tue",138,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
55,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",303,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
49,"technician","divorced","high.school","no","yes","no","cellular","jul","thu",1171,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
29,"blue-collar","single","high.school","no","yes","yes","cellular","may","wed",146,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
49,"technician","married","professional.course","no","no","no","telephone","jun","thu",77,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
39,"blue-collar","married","basic.9y","no","no","no","telephone","nov","thu",281,2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
55,"entrepreneur","single","unknown","unknown","no","no","telephone","jul","wed",542,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
30,"services","single","high.school","no","no","no","cellular","may","mon",111,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
26,"management","single","university.degree","unknown","yes","no","cellular","jul","wed",124,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"self-employed","married","basic.6y","unknown","yes","no","telephone","may","tue",32,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
54,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",50,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
35,"technician","married","university.degree","no","no","no","cellular","aug","fri",224,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"no"
41,"technician","single","professional.course","no","yes","no","cellular","may","tue",175,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
31,"technician","married","professional.course","no","no","no","telephone","may","fri",258,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
30,"admin.","married","university.degree","no","no","no","cellular","aug","mon",514,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
47,"admin.","single","university.degree","no","no","no","cellular","aug","thu",429,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"technician","married","high.school","no","yes","no","telephone","jun","fri",145,24,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
60,"blue-collar","married","professional.course","no","no","no","telephone","may","tue",59,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"services","married","high.school","no","yes","no","cellular","apr","mon",274,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"services","married","high.school","no","yes","no","cellular","may","thu",328,2,6,3,"success",-1.8,93.876,-40,0.683,5008.7,"yes"
52,"admin.","married","unknown","no","no","no","cellular","aug","thu",331,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
40,"blue-collar","single","professional.course","no","yes","no","cellular","jul","thu",498,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"admin.","married","high.school","no","no","no","cellular","may","wed",275,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
37,"management","married","university.degree","no","no","no","telephone","jun","thu",288,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
56,"services","married","high.school","unknown","no","yes","telephone","may","fri",90,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"admin.","married","high.school","no","no","no","cellular","may","fri",318,2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
52,"services","married","high.school","no","yes","no","cellular","aug","tue",607,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
33,"technician","married","professional.course","no","no","no","cellular","aug","fri",335,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
48,"blue-collar","married","high.school","no","yes","no","cellular","aug","wed",128,6,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
56,"admin.","married","university.degree","unknown","no","no","telephone","may","fri",213,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
24,"services","single","high.school","no","no","no","cellular","jul","thu",1150,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
35,"admin.","single","basic.4y","unknown","no","no","telephone","may","mon",95,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"technician","single","university.degree","no","yes","no","telephone","apr","fri",634,1,999,0,"nonexistent",-1.8,93.749,-34.6,0.644,5008.7,"yes"
30,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",83,1,999,2,"failure",-2.9,92.201,-31.4,0.881,5076.2,"no"
32,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",630,3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
46,"admin.","divorced","high.school","no","yes","no","cellular","jun","mon",372,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
56,"blue-collar","unknown","basic.4y","no","no","no","cellular","apr","fri",422,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
53,"services","married","high.school","no","no","no","telephone","may","wed",429,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
36,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","nov","tue",95,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
35,"admin.","single","university.degree","no","yes","no","cellular","may","thu",143,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
41,"admin.","married","basic.6y","no","no","no","cellular","apr","fri",1203,2,999,1,"failure",-1.8,93.075,-47.1,1.479,5099.1,"yes"
30,"unknown","married","professional.course","no","no","no","cellular","may","mon",399,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
30,"technician","single","professional.course","no","yes","no","cellular","aug","wed",129,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
53,"services","married","basic.9y","no","yes","no","telephone","jul","tue",723,2,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
44,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",358,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
56,"retired","married","high.school","no","yes","yes","cellular","jul","fri",308,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2,"yes"
47,"blue-collar","married","high.school","no","yes","yes","telephone","may","fri",72,6,6,1,"success",-1.8,92.893,-46.2,1.313,5099.1,"no"
34,"admin.","single","university.degree","no","no","yes","cellular","aug","fri",78,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
34,"blue-collar","single","unknown","no","no","no","cellular","mar","fri",98,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.636,5008.7,"no"
25,"admin.","single","high.school","no","yes","no","telephone","jun","wed",54,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
38,"services","married","high.school","no","no","yes","cellular","jul","thu",74,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
40,"unemployed","divorced","high.school","no","no","yes","telephone","jun","thu",257,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
48,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",210,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
30,"self-employed","married","university.degree","no","yes","no","telephone","sep","mon",103,2,999,0,"nonexistent",-3.4,92.379,-29.8,0.771,5017.5,"no"
52,"retired","divorced","basic.4y","unknown","yes","yes","telephone","jun","thu",26,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
47,"technician","divorced","high.school","no","yes","no","cellular","aug","wed",56,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
28,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",226,3,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no"
