"id","username","location","userop","quote","Class","date","reviewnospace","page","titleopinion"
"rn256933301","KrissyR3","Long Beach, California","109 reviews","The reason for our visit to Granada","1","2015-02-28","The Nazarid Palaces are the marquee attraction, but the Alcazaba was interesting and the Generalife charming. It takes some willingness to commit, especially when choosing your entry time to the Nazarid Palaces because it is strictly enforced, but your commitment will be rewarded in memories for a lifetime.",471,"The reason for our visit to Granada. The Nazarid Palaces are the marquee attraction, but the Alcazaba was interesting and the Generalife charming. It takes some willingness to commit, especially when choosing your entry time to the Nazarid Palaces because it is strictly enforced, but your commitment will be rewarded in memories for a lifetime."
"rn256757493","David D","Competa","14 reviews","You will not be DISSAPPOINTED","1","2015-02-27","Third time visit, need it say more. Parador superb right next door. General life gardens palace can't say more gobsmacked",471,"You will not be DISSAPPOINTED. Third time visit, need it say more. Parador superb right next door. General life gardens palace can't say more gobsmacked"
"rn256694698","wilma105","Nova Scotia","27 reviews","missed out on the best part","0","2015-02-27","The only reason we came to Granada for a day was to see the Alhambra, however we didn't know that we had to pre-book our tickets to get inside the Nasrid palace, since there is a maximum number of visitors they admit for a specific time slot. Lucky enough we were here in winter, so it wasn't quite as busy and we ended up getting the ticket for the Generalife and the gardens and the Alcazaba. I still feel that my most favourite part would have been the palace.. probably a reason to come back to Granada!So make sure you make your reservation in time.",472,"missed out on the best part. The only reason we came to Granada for a day was to see the Alhambra, however we didn't know that we had to pre-book our tickets to get inside the Nasrid palace, since there is a maximum number of visitors they admit for a specific time slot. Lucky enough we were here in winter, so it wasn't quite as busy and we ended up getting the ticket for the Generalife and the gardens and the Alcazaba. I still feel that my most favourite part would have been the palace.. probably a reason to come back to Granada!So make sure you make your reservation in time."
"rn256597438","Dennis B","Kensington, California","76 reviews","A classic","0","2015-02-26","It is a bit hard to write this review after seeing the mesquita in Cordoba for free and the alcazar in Seville for 9 euros. It is quite a production to get tickets and very expensive. We paid over100 euros for a tour and 2 tickets. Translation into english was ok but group was large and also needed to have traslation into French. Not what we expected. But the interiors were beautiful and wonderful. The wall patterns were very elaborate and distinct from the alcazar which had more beautiful tiles instead. Bottom glad glad we saw it",472,"A classic. It is a bit hard to write this review after seeing the mesquita in Cordoba for free and the alcazar in Seville for 9 euros. It is quite a production to get tickets and very expensive. We paid over100 euros for a tour and 2 tickets. Translation into english was ok but group was large and also needed to have traslation into French. Not what we expected. But the interiors were beautiful and wonderful. The wall patterns were very elaborate and distinct from the alcazar which had more beautiful tiles instead. Bottom glad glad we saw it"
"rn256582049","TrishCornwall","Cornwall, UK","86 reviews","Go to Granada and see the wonderful Alhambra","1","2015-02-26","The Alhambra has been on my bucket list for several years and I was not disappointed. There are not enough words to describe the fabulous buildings, the amazing architecture and the sheer wonder of it all. We walked 10 miles in 6 hours (I had a pedometer) and managed to see it all. It cost 20 Euros per person and it was money well spent and we felt excellent value for money. We booked the tickets on line which is advisable as you miss the crush. There are morning or afternoon slots and we went at 14.00 and were there until 18.00. An audio costs 6 euros and was great. We spent 2 hours in the morning seeing the free stuff. give yourself a treat and go. It's easily one of the most wonderful places I have ever been.",472,"Go to Granada and see the wonderful Alhambra. The Alhambra has been on my bucket list for several years and I was not disappointed. There are not enough words to describe the fabulous buildings, the amazing architecture and the sheer wonder of it all. We walked 10 miles in 6 hours (I had a pedometer) and managed to see it all. It cost 20 Euros per person and it was money well spent and we felt excellent value for money. We booked the tickets on line which is advisable as you miss the crush. There are morning or afternoon slots and we went at 14.00 and were there until 18.00. An audio costs 6 euros and was great. We spent 2 hours in the morning seeing the free stuff. give yourself a treat and go. It's easily one of the most wonderful places I have ever been."
"rn256447075","fredpan","Singapore, Singapore","37 reviews","Wow","1","2015-02-25","After going to Cordoba and seeing the Mezquita, and to Seville and seeing the amazing Alcazar, I thought I was going to be numb to the wonders of the Alhambra. However the sheer scale of the space, the wondrous history of the Muslims and the Christians, and the intricate architecture and craftsmanship especially in the Nasrid Palaces took my breath away. Worthy as one of the top wonders of the world!",472,"Wow. After going to Cordoba and seeing the Mezquita, and to Seville and seeing the amazing Alcazar, I thought I was going to be numb to the wonders of the Alhambra. However the sheer scale of the space, the wondrous history of the Muslims and the Christians, and the intricate architecture and craftsmanship especially in the Nasrid Palaces took my breath away. Worthy as one of the top wonders of the world!"
"rn256444109","Drew H","Pennington, New Jersey","4 reviews","alhambra","1","2015-02-25","A very moving experience. If you are anywhere in Spain, you should definitely experience this open-air museum. You must book tickets well in advance and get an early admission time....in order to avoid the tour groups which can be very distracting and take away from the visit.",472,"alhambra. A very moving experience. If you are anywhere in Spain, you should definitely experience this open-air museum. You must book tickets well in advance and get an early admission time....in order to avoid the tour groups which can be very distracting and take away from the visit."
"rn256192189","Joe F","Cary, North Carolina","185 reviews","Amazing structure","0","2015-02-24","Good visit and amazing structure. There are many ticket websites, recommend you book thru your hotel with their assistance; price should be about 14 euros. Pick up your tickets the night before at Tienda librería de la Alhambra between Plaza Isabel La Catolica and Plaza Nueva. There is a kiosk with helpful employees. Take the C3 from Plaza Isabel up and down the hill. Too much walking. Plan about 2-3 hrs of walking.",473,"Amazing structure. Good visit and amazing structure. There are many ticket websites, recommend you book thru your hotel with their assistance; price should be about 14 euros. Pick up your tickets the night before at Tienda librería de la Alhambra between Plaza Isabel La Catolica and Plaza Nueva. There is a kiosk with helpful employees. Take the C3 from Plaza Isabel up and down the hill. Too much walking. Plan about 2-3 hrs of walking."
"rn256121108","EJD1972","London, United Kingdom","14 reviews","Was expecting Moor (excuse the pun)","0","2015-02-24","Alhambra was fascinating in terms of architecture and beautiful carvings but I think it would have been nicer to visit in the summer. It was so cold that it detracted somewhat from the beauty. They could also do with a café rather than snack machine!",473,"Was expecting Moor (excuse the pun). Alhambra was fascinating in terms of architecture and beautiful carvings but I think it would have been nicer to visit in the summer. It was so cold that it detracted somewhat from the beauty. They could also do with a café rather than snack machine!"
"rn255953081","주희 김","","13 reviews","Good view","0","2015-02-23","It is definitely beautiful, but in my case it was less impressive than the places in Turkey. (It might be because I visited to this city when the weather was not good). The procedure of ticket collection was ineffective and time-consuming.",473,"Good view. It is definitely beautiful, but in my case it was less impressive than the places in Turkey. (It might be because I visited to this city when the weather was not good). The procedure of ticket collection was ineffective and time-consuming."
"rn255755578","FiftyNiner","Stockholm, Sweden","97 reviews","It's the Alhambra","0","2015-02-22","It's the Alhambra, and it is unique in Europe. The Alcazaba and the views from it are worth it. The Nasrid palaces is unique and takes your breath away when you first enter, but you need to think away the crowds of other visitors, (everyone wanting to take a photo of themselves in Alhambra). If you have been to Central asia, or Iran, and seen the Madrasa's and Mosques, the Alhambra is actually not quite as unique, since the decor is rather similar. It's still worth seeing, and the exterior is different.  The Generalife gardens are nice too, like a moorish version of some of the Baroque gardens in Europe.  I visited in February. I think the gardens would make more sense in the spring or summertime.",474,"It's the Alhambra. It's the Alhambra, and it is unique in Europe. The Alcazaba and the views from it are worth it. The Nasrid palaces is unique and takes your breath away when you first enter, but you need to think away the crowds of other visitors, (everyone wanting to take a photo of themselves in Alhambra). If you have been to Central asia, or Iran, and seen the Madrasa's and Mosques, the Alhambra is actually not quite as unique, since the decor is rather similar. It's still worth seeing, and the exterior is different.  The Generalife gardens are nice too, like a moorish version of some of the Baroque gardens in Europe.  I visited in February. I think the gardens would make more sense in the spring or summertime."
"rn255630984","sylq","Los Angeles, California","7 reviews","The Alhambra - the real thing","1","2015-02-21","Overall it went very smoothly, my husband and I bought the tickets 2 months ahead online and were able to pick then up at one of the kiosks there on site.We were there in September so I'm very glad we went early. It started to get hot. The grounds are beautiful, the buildings even more so. And it is so much more than the palace of Carlos V. It existed before he came along. The Moroccan architecture is very ornate. They also have a place that takes Old Time photos of people dressed as sheiks and their harem! The only complaint - when you rent one of the devices to hear a description of the various area you have to leave around a 20 euro deposit. When I could not come up with the receipt right away - the staff person refused to give me back my money. I speak fairly well in Spanish and kept arguing with him and got the girl who rented us the devices to come over - my argument was that we were not told to hang on to the receipt. He was annoyingly snooty - but in the end I manged to find the receipt and he very ungraciously gave us back our deposit. So lesson learned -HANG ON TO YOUR RECEIPTS!",474,"The Alhambra - the real thing. Overall it went very smoothly, my husband and I bought the tickets 2 months ahead online and were able to pick then up at one of the kiosks there on site.We were there in September so I'm very glad we went early. It started to get hot. The grounds are beautiful, the buildings even more so. And it is so much more than the palace of Carlos V. It existed before he came along. The Moroccan architecture is very ornate. They also have a place that takes Old Time photos of people dressed as sheiks and their harem! The only complaint - when you rent one of the devices to hear a description of the various area you have to leave around a 20 euro deposit. When I could not come up with the receipt right away - the staff person refused to give me back my money. I speak fairly well in Spanish and kept arguing with him and got the girl who rented us the devices to come over - my argument was that we were not told to hang on to the receipt. He was annoyingly snooty - but in the end I manged to find the receipt and he very ungraciously gave us back our deposit. So lesson learned -HANG ON TO YOUR RECEIPTS!"
"rn255354917","Wendy C","","3 reviews","BEWARE TOURIST SCAM","0","2015-02-20","I do not recommend booking the tours. The Alhambra itself is amazing, however unfortunately my 55 euro did not enable me to see it all. Very disappointed tourist! Essentially it doesn't matter when you book a tour you will only get a ticket that will cover the duration of the tour, you will only get 30 mins of time on your own. The tour will only cover sections of the Alhambra which is expected but you get next to no time to see it all. During the winter you will get dumped into an English/Spanish tour and get very little in English. Also there is no food of any kind inside the Alhambra. The sessions are morning until 2 and afternoon until 8 this is done to keep the numbers of visitors down and the queues shorter it makes sense. However I do think if you book a tour for 55 euro you should get a lunch break and at least 2 hours to explore it on you own to see the rest. I recommend ignoring all information on booking a tour! waste of money! also the Audio guide covers a lot more of the Alhambra and is probably a better option. Also with the audio guide you can race around and see stuff and listen to commentary after exploring everything. Also in order to achieve reduced line wait all you need to do is book your entry ticket online. Also the lines during winter are not worth worrying about.Very very disappointed tourist for 55 euro thats not at all fair! The Alhambra need to find another way to organise things.",475,"BEWARE TOURIST SCAM. I do not recommend booking the tours. The Alhambra itself is amazing, however unfortunately my 55 euro did not enable me to see it all. Very disappointed tourist! Essentially it doesn't matter when you book a tour you will only get a ticket that will cover the duration of the tour, you will only get 30 mins of time on your own. The tour will only cover sections of the Alhambra which is expected but you get next to no time to see it all. During the winter you will get dumped into an English/Spanish tour and get very little in English. Also there is no food of any kind inside the Alhambra. The sessions are morning until 2 and afternoon until 8 this is done to keep the numbers of visitors down and the queues shorter it makes sense. However I do think if you book a tour for 55 euro you should get a lunch break and at least 2 hours to explore it on you own to see the rest. I recommend ignoring all information on booking a tour! waste of money! also the Audio guide covers a lot more of the Alhambra and is probably a better option. Also with the audio guide you can race around and see stuff and listen to commentary after exploring everything. Also in order to achieve reduced line wait all you need to do is book your entry ticket online. Also the lines during winter are not worth worrying about.Very very disappointed tourist for 55 euro thats not at all fair! The Alhambra need to find another way to organise things."
"rn255165379","Kimberley682014","","18 reviews","Wow","1","2015-02-19","What a fantastic place ! If you enjoy history,then you'll be spoilt.More of a town than a palace lots of buildings to discover,and lots still being unearthed",475,"Wow. What a fantastic place ! If you enjoy history,then you'll be spoilt.More of a town than a palace lots of buildings to discover,and lots still being unearthed"
"rn254878185","Lui C","Houston, Texas","112 reviews","A marvelous place from remote time","1","2015-02-18","This is well know place to visit, it is enchanted in time when Arabic invasion was in south of Spain, you can appreciate the opulent life of reigning wealthy people at the time, world power at that time, you can recreate in your mind those excesses and how power tries to go beyond the limits. It ia beautiful, moat of the time crowded and you need time to visit and enjoy, come really early to take advantage. It's a must.",476,"A marvelous place from remote time. This is well know place to visit, it is enchanted in time when Arabic invasion was in south of Spain, you can appreciate the opulent life of reigning wealthy people at the time, world power at that time, you can recreate in your mind those excesses and how power tries to go beyond the limits. It ia beautiful, moat of the time crowded and you need time to visit and enjoy, come really early to take advantage. It's a must."
"rn254848432","Hely C","","5 reviews","Amazing!","1","2015-02-18","its an amazing place to visit! So beautiful and special... The architecture is fantastic, the granada's view from alhambra is wonderful. Its a very special place!",476,"Amazing!. its an amazing place to visit! So beautiful and special... The architecture is fantastic, the granada's view from alhambra is wonderful. Its a very special place!"
"rn254785150","FazyMokh","Kuala Lumpur, Malaysia","13 reviews","wondrous palace","0","2015-02-18","Soothing view and comfortable even . It feels like go back to that time. Very comfortable despite having a lot of walking that requires energy.",476,"wondrous palace. Soothing view and comfortable even . It feels like go back to that time. Very comfortable despite having a lot of walking that requires energy."
"rn254504417","Dinah Y","Washington DC, District of Columbia","364 reviews","Gardens were beautiful","0","2015-02-16","Starting at the beautiful gardens we made our way through the Alhambra. The architecture was impressive. The view from the tower was unforgettable. This is definitely must visit place.",477,"Gardens were beautiful. Starting at the beautiful gardens we made our way through the Alhambra. The architecture was impressive. The view from the tower was unforgettable. This is definitely must visit place."
"rn254127946","Jogi58","Edmonton, Canada","14 reviews","A must see in Granada","1","2015-02-14","Granada is beautiful city with lot of attractions, but nobody should miss Alhambra. Positioned on a hilltop, with magnificent view to mountains, it is something you will never forget. Visits start at 8 AM and 2 PM so you have to plan time because there is lots to see. It takes about 3 to 4 hours to go around, of course depending how much details you go into. At the end there is part that you have to go with a group and given that it is the best , you have to manage time effectively. Even this is world class attraction , the prices of food and drinks are not sky high, ham sandwich is 2 euros for instance.",478,"A must see in Granada. Granada is beautiful city with lot of attractions, but nobody should miss Alhambra. Positioned on a hilltop, with magnificent view to mountains, it is something you will never forget. Visits start at 8 AM and 2 PM so you have to plan time because there is lots to see. It takes about 3 to 4 hours to go around, of course depending how much details you go into. At the end there is part that you have to go with a group and given that it is the best , you have to manage time effectively. Even this is world class attraction , the prices of food and drinks are not sky high, ham sandwich is 2 euros for instance."
"rn254019807","Jeannette F","","12 reviews","What can I say...","0","2015-02-13","that hasn't been said? This is a must see! It can get windy up there so dress accordingly. We froze! Wear comfy shoes, the girls in heels were having a hard time getting around.",478,"What can I say.... that hasn't been said? This is a must see! It can get windy up there so dress accordingly. We froze! Wear comfy shoes, the girls in heels were having a hard time getting around."
"rn253968516","Riccch","London, United Kingdom","93 reviews","Well worth a visit when in Granada","0","2015-02-13","Suggest you visit early to avoid crowds Beautiful palaces and other building including General life Lots of other things to do in Granada other than the Alhambra which you sort of have to do Try the Segway tours and go to Sacramento to see the caves where people lived and unofficial caves where modern day travellers are now living",478,"Well worth a visit when in Granada. Suggest you visit early to avoid crowds Beautiful palaces and other building including General life Lots of other things to do in Granada other than the Alhambra which you sort of have to do Try the Segway tours and go to Sacramento to see the caves where people lived and unofficial caves where modern day travellers are now living"
"rn252092004","mobashirm","Irvine, California","35 reviews","Must site to visit","1","2015-02-01","The architecture of Palace of Nasrid is something I have not seen anywhere. It is beautiful and take you back in time on how muslim kings lived their life. Words cannot describe it, your camera cannot describe it. take a really good camera. A truly unforgettable experience.",481,"Must site to visit. The architecture of Palace of Nasrid is something I have not seen anywhere. It is beautiful and take you back in time on how muslim kings lived their life. Words cannot describe it, your camera cannot describe it. take a really good camera. A truly unforgettable experience."
"rn251520551","David R","Lugano, Switzerland","25 reviews","A castle out of the time","1","2015-01-28","Alhambra: everything meets in this castle surrounded with a wonderful garden there is history and something crazy modern. Looking closely the Alahambra is full of islamic, jewish and christian details and they not only fit together, they complete each other... And the Alahambra is almost in the best place of a nice city: Granada!",482,"A castle out of the time. Alhambra: everything meets in this castle surrounded with a wonderful garden there is history and something crazy modern. Looking closely the Alahambra is full of islamic, jewish and christian details and they not only fit together, they complete each other... And the Alahambra is almost in the best place of a nice city: Granada!"
"rn251327193","jpsinclair","Aylesbury, United Kingdom","112 reviews","Stunning Moorish Palace and gardens","1","2015-01-27","The Alhambra is a stunning huge Moorish fortress / palace. Overlooking the city of Granada it consists of palaces, gardens and a castle. This a a large complex and would be best visited with a good guide, as there is limited information in the rooms.The gardens of the generalife were still impressive during the winter when I visited, but I can only imagine how impressive they will be during the summer. The Castle is impressive, offering great views over the mountains and plains surrounding Granada.The palace is the jewel of the trip, room after room of Moorish and Christian architecture. There is always a queue for this, but guided groups do get a shorter one.After your tour is ended you get to visit much of the grounds for as long as you like. Expect to spend hours touring this attraction.",482,"Stunning Moorish Palace and gardens. The Alhambra is a stunning huge Moorish fortress / palace. Overlooking the city of Granada it consists of palaces, gardens and a castle. This a a large complex and would be best visited with a good guide, as there is limited information in the rooms.The gardens of the generalife were still impressive during the winter when I visited, but I can only imagine how impressive they will be during the summer. The Castle is impressive, offering great views over the mountains and plains surrounding Granada.The palace is the jewel of the trip, room after room of Moorish and Christian architecture. There is always a queue for this, but guided groups do get a shorter one.After your tour is ended you get to visit much of the grounds for as long as you like. Expect to spend hours touring this attraction."
"rn251186599","M Hesham E","Emirate of Abu Dhabi, United Arab Emirates","77 reviews","Legend","1","2015-01-26","This place is my most favorite attraction worldwide, AlHambra palacio, the arab history in gradana and Andalusia, u need a full day to cover it properly and try to go early, i will definitely go again coz last time was not enough . visited feb 2009",483,"Legend. This place is my most favorite attraction worldwide, AlHambra palacio, the arab history in gradana and Andalusia, u need a full day to cover it properly and try to go early, i will definitely go again coz last time was not enough . visited feb 2009"
"rn251121243","Owen M","","5 reviews","Alhambra Visit","1","2015-01-26","Well worth the time and effort to get there, and January is a good month to see this place, less people than in warmer months, but not too cold either... enjoyed it very much...",483,"Alhambra Visit. Well worth the time and effort to get there, and January is a good month to see this place, less people than in warmer months, but not too cold either... enjoyed it very much..."
"rn250986065","chooun14","Zurich, Switzerland","114 reviews","Alhambra","0","2015-01-25","Pick a day with good weather if possible and go early in the morning or late at night. Definitely impressive, but might be a good idea to get yourself a guide (book) or get the audio guide, as there are no signs explaining anything",483,"Alhambra. Pick a day with good weather if possible and go early in the morning or late at night. Definitely impressive, but might be a good idea to get yourself a guide (book) or get the audio guide, as there are no signs explaining anything"
"rn250353547","Shazand","","8 reviews","Absolutely amazing...","1","2015-01-21","What can you say about the Alhambra? It is the most amazing place - there is absolutely no comparing this with northern european castles and palaces built in the same era. Amazing and beautiful - bear in mind that they really do mean it about the time printed on your ticket though!",484,"Absolutely amazing.... What can you say about the Alhambra? It is the most amazing place - there is absolutely no comparing this with northern european castles and palaces built in the same era. Amazing and beautiful - bear in mind that they really do mean it about the time printed on your ticket though!"
"rn250344118","Robin K","Fairhaven, Massachusetts, United States","5 reviews","You want a palace to yourself? Visit the Alhambra at night","1","2015-01-21","I thoroughly enjoyed the evening visit to Palacio Nazaries. I lingered until closing and, aside from another couple and the security guards, I felt like I had the place to myself. It was so much more enjoyable than my day trip the following morning (which was still great, too!).",484,"You want a palace to yourself? Visit the Alhambra at night. I thoroughly enjoyed the evening visit to Palacio Nazaries. I lingered until closing and, aside from another couple and the security guards, I felt like I had the place to myself. It was so much more enjoyable than my day trip the following morning (which was still great, too!)."
"rn250198332","Sara D","Belgrade, Serbia","16 reviews","It's always a surprise","1","2015-01-20","It's was my second time visiting it. No matter how many times I visit it, for me it's always a surprise, I always find new things. It should be in to do list of places to visit",485,"It's always a surprise. It's was my second time visiting it. No matter how many times I visit it, for me it's always a surprise, I always find new things. It should be in to do list of places to visit"
"rn250146785","Veneto125","Exeter, United Kingdom","38 reviews","Alhambra Palace Winter Visit","0","2015-01-20","Alhambra palace is understandably a major tourist attraction in Southern Spain. I would therefore recommend a visit out of season when possible. Be prepared for very cold weather during January and February. it was freezing cold the day we visited making Winter coats, hats and gloves essential. Good walking shoes are also a must. I would not recommend this attraction to anyone who has problems with steps or walking long distancees. There are an awful lot of steps to negotiate some of which are uneven and slippy particularly in Winter. However, the grounds are quite magnificent and the palaces exhibit the most amazing wall tiles and plasterwork. I would suggest 3-4 hours to visit all the different elements. The on site refreshment areas are just drink and snack machines. We went into the onsite hotel for coffee as we needed to warm up. The coffee was mediocre and the snacks were expensive but it was a comfortable place to sit. I think on reflection that a flask and sandwiches would have been a good idea! Don't lose your ticket as you will be asked to show it several times and be warned the car parking is expensive. It cost us nearly 9 Euros and we ere not there for the entire day.",485,"Alhambra Palace Winter Visit. Alhambra palace is understandably a major tourist attraction in Southern Spain. I would therefore recommend a visit out of season when possible. Be prepared for very cold weather during January and February. it was freezing cold the day we visited making Winter coats, hats and gloves essential. Good walking shoes are also a must. I would not recommend this attraction to anyone who has problems with steps or walking long distancees. There are an awful lot of steps to negotiate some of which are uneven and slippy particularly in Winter. However, the grounds are quite magnificent and the palaces exhibit the most amazing wall tiles and plasterwork. I would suggest 3-4 hours to visit all the different elements. The on site refreshment areas are just drink and snack machines. We went into the onsite hotel for coffee as we needed to warm up. The coffee was mediocre and the snacks were expensive but it was a comfortable place to sit. I think on reflection that a flask and sandwiches would have been a good idea! Don't lose your ticket as you will be asked to show it several times and be warned the car parking is expensive. It cost us nearly 9 Euros and we ere not there for the entire day."
"rn250080120","Exploring8888","London, United Kingdom","23 reviews","Enjoyed the visit in spite of rain","1","2015-01-19","Amazing historical site. Got hotel to book tickets for us. Good crowd control thru allocated time of entry. Long walk up the hill. A challenge in the wet weather. Given 3 hours to cover the site. Do get an audio guide.",485,"Enjoyed the visit in spite of rain. Amazing historical site. Got hotel to book tickets for us. Good crowd control thru allocated time of entry. Long walk up the hill. A challenge in the wet weather. Given 3 hours to cover the site. Do get an audio guide."
"rn250042764","atew2u","Charlottesville, VA","43 reviews","Can't miss this site in Spain.","1","2015-01-19","We saw a LOT of catherdral/mosques and castles while in Southern Spain. The Alhambra is probably the most beautiful, so if you can only do one one your trip, this is it.",485,"Can't miss this site in Spain.. We saw a LOT of catherdral/mosques and castles while in Southern Spain. The Alhambra is probably the most beautiful, so if you can only do one one your trip, this is it."
"rn249935946","borgmann72","Vancouver, Canada","20 reviews","ENJOYABLE","1","2015-01-18","I can't share much more than the 100's of reviews on here already. Make sure you buy your ticket head of time. One pointer to know, if you do have your tickets purchased ahead of time, there are orange or yellow kiosks near the ticket counters...20-30 ft over to the right. They are out of site, so ask a staff member where they are located. You can electrically pick up your tickets here rather than wait on the massive line up (even if you have bought tickets). I only found this out from a young guy i was talking to at another gate and he gave me this tip. There are no signs and no one really seems to mention them, but they are a great time saver and should really be front and centre so they can process people much faster.",486,"ENJOYABLE. I can't share much more than the 100's of reviews on here already. Make sure you buy your ticket head of time. One pointer to know, if you do have your tickets purchased ahead of time, there are orange or yellow kiosks near the ticket counters...20-30 ft over to the right. They are out of site, so ask a staff member where they are located. You can electrically pick up your tickets here rather than wait on the massive line up (even if you have bought tickets). I only found this out from a young guy i was talking to at another gate and he gave me this tip. There are no signs and no one really seems to mention them, but they are a great time saver and should really be front and centre so they can process people much faster."
"rn249869404","Patil_Manish","Pune, India","58 reviews","Magnificent","0","2015-01-18","Anyone who is interested in history and art should visit Alhambra when in Spain. No wonder that its the most visited attraction in Spain. And this is the very reason one should book tickets in advance. When we reached Alhambra (in December 2014) there was a huge queue to buy tickets. Fortunately I had bought tickets online in advance so we could enter pretty quickly. The people at the information desk were really helping. We took the audio guides (which is recommended). Its a huge area so you will really need to plan your visit. Depending on your time to visit Nasrid Palaces, visit to Generalif can be planned. Nasrid Palces and Alcazaba are close by so they can be done together. Nasrid Palaces are a must so don't hesitate to buy the ticket for it. We enjoyed and marveled at the art work in the palaces. Alazaba is the oldest part of Alhambra and one gets beautiful views of Granada City from there. Generalif is also beautiful however, we didn't get much time left to explore everything. Once the visit of Alhambra completed, we walked down all the way to Placa Neuva and went to Mirador de San Nicolas to watch the magnificent views of Alhambra at Sunset and then in lights.There is a bus which leaves tourist right at the entrance of Alhambra. One can also take Taxi from Granada city center for a minimal cost. Overall, it was a great visit and a must when in Spain.",486,"Magnificent. Anyone who is interested in history and art should visit Alhambra when in Spain. No wonder that its the most visited attraction in Spain. And this is the very reason one should book tickets in advance. When we reached Alhambra (in December 2014) there was a huge queue to buy tickets. Fortunately I had bought tickets online in advance so we could enter pretty quickly. The people at the information desk were really helping. We took the audio guides (which is recommended). Its a huge area so you will really need to plan your visit. Depending on your time to visit Nasrid Palaces, visit to Generalif can be planned. Nasrid Palces and Alcazaba are close by so they can be done together. Nasrid Palaces are a must so don't hesitate to buy the ticket for it. We enjoyed and marveled at the art work in the palaces. Alazaba is the oldest part of Alhambra and one gets beautiful views of Granada City from there. Generalif is also beautiful however, we didn't get much time left to explore everything. Once the visit of Alhambra completed, we walked down all the way to Placa Neuva and went to Mirador de San Nicolas to watch the magnificent views of Alhambra at Sunset and then in lights.There is a bus which leaves tourist right at the entrance of Alhambra. One can also take Taxi from Granada city center for a minimal cost. Overall, it was a great visit and a must when in Spain."
"rn249826533","GoldenKnights","Denver, Colorado","11 reviews","#1 place to go / thing to do in Granada","1","2015-01-18","We did a private tour of Alhambra and Generalife. Worth it to skip the lines thoughout. Took a cab there, but walked back to town. Cab takes awhile because you have to go around the city; recommend walking if a long walk is something you enjoy. Loved the history. Not the most impressive palace (if you go to Madrid first) but the views are spectacular. The only comparable view in Granada is from the park on top of Albicyn.",486,"#1 place to go / thing to do in Granada. We did a private tour of Alhambra and Generalife. Worth it to skip the lines thoughout. Took a cab there, but walked back to town. Cab takes awhile because you have to go around the city; recommend walking if a long walk is something you enjoy. Loved the history. Not the most impressive palace (if you go to Madrid first) but the views are spectacular. The only comparable view in Granada is from the park on top of Albicyn."
"rn249614296","Amandamap","Roma","12 reviews","Speechless","1","2015-01-16","Fantastic arabic leverage to Andalusia. You have to reserve tickets at least one week before to avoid queue or just, as I did, waking up at 5 Am and hoping to enter once you get there! it worths everything and it'll stay in your memory for a lifetime.",487,"Speechless. Fantastic arabic leverage to Andalusia. You have to reserve tickets at least one week before to avoid queue or just, as I did, waking up at 5 Am and hoping to enter once you get there! it worths everything and it'll stay in your memory for a lifetime."
"rn249158719","sarah2211","canada","7 reviews","I was very lucky","1","2015-01-13","it was off season. there were 2 of the 4 rooms, I think in the hotel INSIDE the grounds of the Alhambra AVAILABLE. We got both. It was amazing. We also got very luck at the Mesquita. My MOST favourite trip EVER. BOTH PLACES ....the history is embedded in my soul and I know it backwards and forwards. I hope to return. I first visited both in 1994.I took amazing photos of both places ....TWO I got awards for. &lt;3 In the Mosque and the Alhambra.",488,"I was very lucky. it was off season. there were 2 of the 4 rooms, I think in the hotel INSIDE the grounds of the Alhambra AVAILABLE. We got both. It was amazing. We also got very luck at the Mesquita. My MOST favourite trip EVER. BOTH PLACES ....the history is embedded in my soul and I know it backwards and forwards. I hope to return. I first visited both in 1994.I took amazing photos of both places ....TWO I got awards for. &lt;3 In the Mosque and the Alhambra."
"rn248817808","Willnosuke","Tokyo, Japan","25 reviews","History, beauty, atmosphere","1","2015-01-11","We spent a full day going through the complex, and I have to say this was the first time I ever thought I wanted another day to take everything in. Absolutely beautiful.Guides were shallow in history, so if you like history like me, read ahead and take a good good history book with you. Some amazing things happened in these walls!",488,"History, beauty, atmosphere. We spent a full day going through the complex, and I have to say this was the first time I ever thought I wanted another day to take everything in. Absolutely beautiful.Guides were shallow in history, so if you like history like me, read ahead and take a good good history book with you. Some amazing things happened in these walls!"
"rn248689287","Natanya2015","Pink Hill, North Carolina, United States","2 reviews","Great time","0","2015-01-10","This place is huge. It has a lot of things to see, the hotel that got us our ticket said it was a 2 hour walk through but we spent close to 4 and a half hours. The only reason I did not give 5 stars is because the organization of it all was confusing, and I am honestly not sure if we saw it all because it was so massive. Also, I was a lot of ruins and not a lot of complete structures as I was expecting. Either way it was a great place to see and I wold go back in the summer because most of it was outdoors, and it is cold, especially if you have children. I would recommend this place.",489,"Great time. This place is huge. It has a lot of things to see, the hotel that got us our ticket said it was a 2 hour walk through but we spent close to 4 and a half hours. The only reason I did not give 5 stars is because the organization of it all was confusing, and I am honestly not sure if we saw it all because it was so massive. Also, I was a lot of ruins and not a lot of complete structures as I was expecting. Either way it was a great place to see and I wold go back in the summer because most of it was outdoors, and it is cold, especially if you have children. I would recommend this place."
