"Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Class","MSRP"
"Mitsubishi","Lancer Evolution",2014,"premium unleaded (required)",291,4,"MANUAL","all wheel drive",4,"Factory Tuner,Performance","Compact","Sedan",23,17,"0",34995
"Mitsubishi","Lancer Sportback",2012,"regular unleaded",168,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",29,22,"0",21345
"Mitsubishi","Lancer Sportback",2013,"regular unleaded",148,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",32,24,"0",18495
"Mitsubishi","Lancer Sportback",2014,"regular unleaded",148,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",32,24,"0",18595
"Mitsubishi","Lancer",2016,"regular unleaded",168,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",31,24,"0",23495
"Mitsubishi","Lancer",2016,"regular unleaded",168,4,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Sedan",31,23,"0",19995
"Mitsubishi","Lancer",2017,"regular unleaded",148,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",34,27,"0",18795
"Toyota","Land Cruiser",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,13,"1",80155
"Plymouth","Laser",1993,"regular unleaded",195,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",26,19,"0",2000
"Plymouth","Laser",1994,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",29,21,"0",2000
"Plymouth","Laser",1994,"regular unleaded",135,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",26,19,"0",2000
"Chrysler","Le Baron",1993,"regular unleaded",141,6,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",26,17,"0",2000
"Chrysler","Le Baron",1993,"regular unleaded",141,6,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Coupe",26,18,"0",2000
"Chrysler","Le Baron",1993,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",26,21,"0",2000
"Pontiac","Le Mans",1991,"regular unleaded",74,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",34,25,"0",2000
"Pontiac","Le Mans",1991,"regular unleaded",74,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,27,"0",2000
"Pontiac","Le Mans",1991,"regular unleaded",74,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",36,27,"0",2000
"Pontiac","Le Mans",1992,"regular unleaded",74,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",37,26,"0",2000
"Nissan","Leaf",2014,"electric",NA,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",101,126,"1",32000
"Nissan","Leaf",2015,"electric",NA,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",101,126,"1",29010
"Nissan","Leaf",2016,"electric",NA,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",101,124,"1",34200
"Subaru","Legacy",2016,"regular unleaded",175,4,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Sedan",36,26,"0",21745
"Subaru","Legacy",2017,"regular unleaded",175,4,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Sedan",34,25,"0",28840
"Acura","Legend",1994,"regular unleaded",230,6,"MANUAL","front wheel drive",2,"Luxury,Performance","Midsize","Coupe",24,16,"0",2181
"Acura","Legend",1994,"regular unleaded",200,6,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",23,16,"0",2028
"Acura","Legend",1995,"regular unleaded",200,6,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",23,16,"0",2135
"Acura","Legend",1995,"regular unleaded",230,6,"MANUAL","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",24,16,"0",2066
"Lexus","LFA",2012,"premium unleaded (required)",552,10,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Luxury,High-Performance","Compact","Coupe",16,11,"0",375000
"Chrysler","LHS",2000,"regular unleaded",253,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,16,"0",2087
"Subaru","Loyale",1993,"regular unleaded",90,4,"MANUAL","four wheel drive",4,"N/A","Compact","Wagon",26,21,"0",2000
"Land Rover","LR2",2013,"premium unleaded (recommended)",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",24,17,"0",36400
"Land Rover","LR2",2014,"premium unleaded (recommended)",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",24,17,"0",39100
"Land Rover","LR4",2014,"premium unleaded (required)",340,6,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",19,14,"0",69279
"Land Rover","LR4",2016,"premium unleaded (required)",340,6,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",19,15,"0",50400
"Lexus","LS 400",2000,"regular unleaded",290,8,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,16,"0",5035
"Lexus","LS 430",2005,"premium unleaded (required)",290,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",23,16,"0",56225
"Lexus","LS 460",2015,"premium unleaded (required)",386,8,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",24,16,"0",78820
"Lexus","LS 460",2015,"premium unleaded (required)",360,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",23,16,"0",87500
"Lexus","LS 460",2017,"premium unleaded (required)",359,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",23,16,"0",75465
"Lexus","LS 600h L",2015,"premium unleaded (required)",438,8,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance,Hybrid","Large","Sedan",23,19,"0",120440
"Lexus","LS 600h L",2016,"premium unleaded (required)",438,8,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance,Hybrid","Large","Sedan",23,19,"0",120440
"Lincoln","LS",2004,"premium unleaded (required)",232,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",24,17,"0",36140
"Lincoln","LS",2005,"premium unleaded (required)",232,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Sedan",24,17,"0",32640
"Ford","LTD Crown Victoria",1991,"regular unleaded",150,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Wagon",22,15,"1",2000
"Buick","Lucerne",2009,"premium unleaded (recommended)",292,8,"AUTOMATIC","front wheel drive",4,"Factory Tuner,Performance","Large","Sedan",22,15,"0",40205
"Buick","Lucerne",2009,"flex-fuel (unleaded/E85)",227,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Sedan",26,17,"0",32520
"Buick","Lucerne",2009,"flex-fuel (unleaded/E85)",227,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Sedan",26,17,"0",35270
"Buick","Lucerne",2009,"flex-fuel (unleaded/E85)",227,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Sedan",26,17,"0",30770
"Buick","Lucerne",2010,"flex-fuel (unleaded/E85)",227,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Sedan",26,17,"0",30930
"Buick","Lucerne",2010,"flex-fuel (unleaded/E85)",227,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Sedan",26,17,"0",34830
"Chevrolet","Lumina",2001,"regular unleaded",175,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,18,"0",18890
"Lexus","LX 470",2007,"regular unleaded",268,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",15,12,"0",67395
"Lexus","LX 570",2016,"premium unleaded (recommended)",383,8,"AUTOMATIC","four wheel drive",4,"Luxury","Large","4dr SUV",18,13,"0",88880
"Mercedes-Benz","M-Class",2013,"premium unleaded (required)",402,8,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance","Midsize","4dr SUV",20,14,"0",58800
"Mercedes-Benz","M-Class",2013,"premium unleaded (required)",302,6,"AUTOMATIC","rear wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",23,18,"0",47270
"Infiniti","M30",1991,"regular unleaded",162,6,"AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Coupe",23,17,"0",2000
"Infiniti","M35",2010,"premium unleaded (recommended)",303,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",22,16,"0",47950
"BMW","M4 GTS",2016,"premium unleaded (required)",493,6,"AUTOMATED_MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","Coupe",23,16,"1",133205
"Infiniti","M45",2008,"premium unleaded (required)",325,8,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",20,14,"0",52750
"BMW","M5",2014,"premium unleaded (required)",552,8,"AUTOMATED_MANUAL","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Large","Sedan",20,14,"1",92900
"BMW","M6 Gran Coupe",2016,"premium unleaded (required)",552,8,"AUTOMATED_MANUAL","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Large","Sedan",20,14,"1",117200
"BMW","M6",2016,"premium unleaded (required)",552,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","Convertible",20,14,"1",119700
"Porsche","Macan",2015,"premium unleaded (required)",340,6,"AUTOMATED_MANUAL","all wheel drive",4,"Crossover,Luxury,Performance","Midsize","4dr SUV",23,17,"1",49900
"Dodge","Magnum",2006,"regular unleaded",340,8,"AUTOMATIC","all wheel drive",4,"N/A","Large","Wagon",22,15,"1",32855
"Dodge","Magnum",2006,"premium unleaded (required)",425,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,High-Performance","Large","Wagon",18,13,"1",37320
"Dodge","Magnum",2007,"regular unleaded",340,8,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Wagon",23,15,"1",31515
"Chevrolet","Malibu Limited",2016,"regular unleaded",197,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",34,24,"0",23835
"Chevrolet","Malibu Maxx",2007,"regular unleaded",217,6,"AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Midsize","4dr Hatchback",28,18,"0",23915
"Chevrolet","Malibu",2016,"regular unleaded",182,4,"DIRECT_DRIVE","front wheel drive",4,"Hybrid","Midsize","Sedan",46,47,"0",27770
"Lincoln","Mark VIII",1997,"regular unleaded",280,8,"AUTOMATIC","rear wheel drive",2,"Luxury","Large","Coupe",24,16,"0",2209
"Toyota","Matrix",2013,"regular unleaded",132,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",32,25,"1",20115
"Toyota","Matrix",2013,"regular unleaded",132,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",32,26,"1",19275
"Nissan","Maxima",2014,"premium unleaded (recommended)",290,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",26,19,"1",31290
"Nissan","Maxima",2016,"premium unleaded (recommended)",300,6,"AUTOMATIC","front wheel drive",4,"High-Performance","Midsize","Sedan",30,22,"1",36990
"Nissan","Maxima",2017,"premium unleaded (recommended)",300,6,"AUTOMATIC","front wheel drive",4,"High-Performance","Midsize","Sedan",30,21,"1",32610
"Mercedes-Benz","Maybach",2016,"premium unleaded (required)",523,12,"AUTOMATIC","rear wheel drive",4,"Exotic,Luxury,High-Performance","Large","Sedan",20,13,"0",189350
"BMW","M",2006,"premium unleaded (required)",330,6,"MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",22,14,"1",49300
"Acura","MDX",2015,"premium unleaded (recommended)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",28,20,"0",46840
"Acura","MDX",2016,"premium unleaded (recommended)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",27,19,"0",49440
"Acura","MDX",2016,"premium unleaded (recommended)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",26,18,"0",46515
"Acura","MDX",2017,"premium unleaded (recommended)",290,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",26,18,"0",52360
"Acura","MDX",2017,"premium unleaded (recommended)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",27,19,"0",43950
"Acura","MDX",2017,"premium unleaded (recommended)",290,6,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",27,19,"0",50360
"Mercedes-Benz","Metris",2016,"premium unleaded (recommended)",208,4,"AUTOMATIC","rear wheel drive",3,"Luxury","Large","Cargo Minivan",24,21,"0",28950
"Chevrolet","Metro",2001,"regular unleaded",79,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",31,26,"0",12515
"Mitsubishi","Mighty Max Pickup",1994,"regular unleaded",116,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",23,18,"0",2000
"Mitsubishi","Mighty Max Pickup",1994,"regular unleaded",116,6,"MANUAL","four wheel drive",2,"N/A","Compact","Regular Cab Pickup",20,15,"0",2000
"Mazda","Millenia",2000,"regular unleaded",170,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,17,"0",2138
"Infiniti","M",2012,"premium unleaded (required)",330,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",26,18,"0",47700
"Infiniti","M",2013,"premium unleaded (recommended)",360,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Hybrid","Large","Sedan",32,27,"0",54750
"Infiniti","M",2013,"premium unleaded (required)",330,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",24,17,"0",50850
"Mitsubishi","Mirage",2014,"regular unleaded",74,3,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",44,37,"0",15195
"Mitsubishi","Mirage",2015,"regular unleaded",74,3,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",42,34,"0",12995
"Lincoln","MKC",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",29,20,"0",46455
"Lincoln","MKC",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",29,20,"0",40460
"Lincoln","MKC",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",29,20,"0",37090
"Lincoln","MKC",2016,"regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",26,19,"0",35755
"Lincoln","MKC",2017,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Compact","4dr SUV",28,21,"0",32720
"Lincoln","MKS",2014,"regular unleaded",304,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",26,18,"0",40845
"Lincoln","MKZ",2015,"regular unleaded",231,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,"0",37080
"Tesla","Model S",2014,"electric",NA,0,"DIRECT_DRIVE","all wheel drive",4,"Exotic,High-Performance","Large","Sedan",94,86,"0",104500
"Tesla","Model S",2015,"electric",NA,0,"DIRECT_DRIVE","rear wheel drive",4,"Exotic,Performance","Large","Sedan",97,94,"0",69900
"Dodge","Monaco",1990,"regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,15,"1",2000
"Dodge","Monaco",1990,"regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,15,"1",2000
"Dodge","Monaco",1992,"regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",24,16,"1",2000
"Pontiac","Montana SV6",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,"0",24250
"Pontiac","Montana",2004,"regular unleaded",185,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",22,16,"0",31035
"Pontiac","Montana",2005,"regular unleaded",185,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,"0",26040
"Chevrolet","Monte Carlo",2005,"regular unleaded",180,6,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",29,19,"0",22280
"Chevrolet","Monte Carlo",2006,"flex-fuel (unleaded/E85)",211,6,"AUTOMATIC","front wheel drive",2,"Flex Fuel","Midsize","Coupe",29,19,"0",20830
"Mitsubishi","Montero Sport",2002,"regular unleaded",197,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",20,15,"0",27607
"Mitsubishi","Montero Sport",2004,"regular unleaded",197,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","4dr SUV",19,15,"0",26199
"Mitsubishi","Montero",2004,"regular unleaded",215,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",18,13,"0",34999
"McLaren","MP4-12C",2013,"premium unleaded (required)",616,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",22,15,"0",239400
"Toyota","MR2 Spyder",2005,"regular unleaded",138,4,"AUTOMATED_MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",30,23,"1",26145
"Toyota","MR2",1993,"regular unleaded",200,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",25,18,"1",2078
"Toyota","MR2",1994,"regular unleaded",135,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",26,19,"1",2000
"Nissan","Murano",2015,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,"1",36950
"Nissan","Murano",2015,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,"1",29560
"Nissan","Murano",2016,"regular unleaded",260,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,"1",32800
"Nissan","Murano",2016,"regular unleaded",260,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",28,21,"1",40780
"Lamborghini","Murcielago",2009,"premium unleaded (required)",631,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Coupe",14,9,"0",364000
"Lamborghini","Murcielago",2009,"premium unleaded (required)",631,12,"AUTOMATED_MANUAL","all wheel drive",2,"Exotic,High-Performance","Compact","Convertible",14,9,"0",392400
"Ford","Mustang",2015,"premium unleaded (recommended)",435,8,"MANUAL","rear wheel drive",2,"High-Performance","Midsize","Coupe",25,15,"1",46170
"Ford","Mustang",2015,"premium unleaded (recommended)",435,8,"MANUAL","rear wheel drive",2,"High-Performance","Midsize","Coupe",25,15,"1",36300
"Ford","Mustang",2017,"premium unleaded (recommended)",310,4,"MANUAL","rear wheel drive",2,"Performance","Midsize","Coupe",30,21,"1",25645
"Mazda","MX-3",1994,"regular unleaded",130,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",26,20,"0",2000
"Mazda","MX-3",1995,"regular unleaded",88,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",34,25,"0",2000
"Mazda","MX-5 Miata",2015,"premium unleaded (recommended)",158,4,"AUTOMATIC","rear wheel drive",2,"Performance","Compact","Convertible",28,21,"0",28650
"Mazda","MX-5 Miata",2016,"premium unleaded (recommended)",155,4,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",34,27,"0",28600
"Mazda","MX-6",1997,"regular unleaded",164,6,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",24,18,"0",2000
"Mazda","Navajo",1994,"regular unleaded",160,6,"MANUAL","four wheel drive",2,"N/A","Compact","2dr SUV",18,14,"0",2000
"Mazda","Navajo",1994,"regular unleaded",160,6,"MANUAL","four wheel drive",2,"N/A","Compact","2dr SUV",18,14,"0",2000
"Lincoln","Navigator",2016,"regular unleaded",380,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","4dr SUV",20,15,"0",65560
"Lincoln","Navigator",2016,"regular unleaded",380,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","4dr SUV",20,15,"0",73645
"Lincoln","Navigator",2017,"regular unleaded",380,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","4dr SUV",20,15,"0",65560
"Lincoln","Navigator",2017,"regular unleaded",380,6,"AUTOMATIC","four wheel drive",4,"Luxury","Large","4dr SUV",20,15,"0",66770
"Lincoln","Navigator",2017,"regular unleaded",380,6,"AUTOMATIC","four wheel drive",4,"Luxury","Large","4dr SUV",20,15,"0",74260
"Dodge","Neon",2004,"premium unleaded (required)",150,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",32,25,"1",17640
"Dodge","Neon",2004,"regular unleaded",132,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",32,25,"1",15800
"Dodge","Neon",2005,"regular unleaded",132,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",32,25,"1",16110
"Plymouth","Neon",1999,"regular unleaded",150,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,24,"0",2000
"Plymouth","Neon",2000,"regular unleaded",132,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",31,24,"0",2044
"Plymouth","Neon",2001,"regular unleaded",132,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,24,"0",12715
"Volkswagen","New Beetle",2008,"regular unleaded",150,5,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Convertible",28,20,"0",25740
"Volkswagen","New Beetle",2008,"regular unleaded",150,5,"MANUAL","front wheel drive",2,"N/A","Compact","Convertible",28,20,"0",23240
"Volkswagen","New Beetle",2009,"regular unleaded",150,5,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",28,20,"0",18290
"Volkswagen","New Beetle",2010,"regular unleaded",150,5,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",28,20,"0",18690
"Volkswagen","New Beetle",2010,"regular unleaded",150,5,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",29,20,"0",20390
"Oldsmobile","Ninety-Eight",1994,"regular unleaded",170,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",25,17,"0",2000
"Oldsmobile","Ninety-Eight",1994,"regular unleaded",170,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",25,17,"0",2000
"Dodge","Nitro",2009,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,"1",22240
"Dodge","Nitro",2010,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,"1",23235
"Dodge","Nitro",2011,"regular unleaded",210,6,"AUTOMATIC","rear wheel drive",4,"Crossover","Midsize","4dr SUV",22,16,"1",22245
"Nissan","NV200",2015,"regular unleaded",131,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Cargo Minivan",26,24,"1",21710
"Nissan","NV200",2017,"regular unleaded",131,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Cargo Minivan",26,24,"1",22230
"Nissan","NV200",2017,"regular unleaded",131,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Cargo Minivan",26,24,"1",21330
"Lexus","NX 200t",2016,"premium unleaded (required)",235,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",28,22,"0",37065
"Lexus","NX 300h",2015,"regular unleaded",194,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Hybrid","Midsize","4dr SUV",30,33,"0",41310
"Lexus","NX 300h",2016,"regular unleaded",194,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Hybrid","Midsize","4dr SUV",30,33,"0",41310
"Lexus","NX 300h",2016,"regular unleaded",194,4,"AUTOMATIC","front wheel drive",4,"Crossover,Luxury,Hybrid","Midsize","4dr SUV",31,35,"0",39720
"Nissan","NX",1992,"regular unleaded",110,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",35,24,"1",2000
"Honda","Odyssey",2015,"regular unleaded",248,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Passenger Minivan",28,19,"1",32275
"Honda","Odyssey",2016,"regular unleaded",248,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Passenger Minivan",28,19,"1",42305
"Subaru","Outback",2015,"regular unleaded",175,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",33,25,"0",27295
"Subaru","Outback",2016,"regular unleaded",175,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",33,25,"0",27395
"Subaru","Outback",2017,"regular unleaded",175,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",32,25,"0",32390
"Mitsubishi","Outlander Sport",2017,"regular unleaded",168,4,"AUTOMATIC","four wheel drive",4,"Crossover","Compact","4dr SUV",27,22,"0",27695
"Mitsubishi","Outlander",2016,"regular unleaded",166,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",31,25,"0",24995
"Mitsubishi","Outlander",2016,"regular unleaded",166,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",31,25,"0",22995
"Mitsubishi","Outlander",2017,"regular unleaded",166,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",30,25,"0",25495
"Mitsubishi","Outlander",2017,"regular unleaded",166,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",29,24,"0",26495
"Chrysler","Pacifica",2007,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"Crossover","Large","Wagon",23,16,"0",24460
"Chrysler","Pacifica",2007,"regular unleaded",255,6,"AUTOMATIC","front wheel drive",4,"Crossover","Large","Wagon",22,15,"0",33775
"Chrysler","Pacifica",2007,"regular unleaded",255,6,"AUTOMATIC","front wheel drive",4,"Crossover","Large","Wagon",22,15,"0",27600
"Chrysler","Pacifica",2008,"regular unleaded",253,6,"AUTOMATIC","all wheel drive",4,"Crossover","Large","Wagon",22,14,"0",27225
"Chrysler","Pacifica",2008,"regular unleaded",253,6,"AUTOMATIC","front wheel drive",4,"Crossover","Large","Wagon",23,15,"0",34150
"Chrysler","Pacifica",2017,"regular unleaded",287,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Passenger Minivan",28,18,"0",42495
"Chrysler","Pacifica",2017,"regular unleaded",287,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",28,18,"0",37895
"Porsche","Panamera",2015,"premium unleaded (required)",420,6,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury,High-Performance","Large","Sedan",26,17,"1",125600
"Porsche","Panamera",2015,"premium unleaded (required)",440,8,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury,High-Performance","Large","Sedan",24,16,"1",113400
"Porsche","Panamera",2015,"premium unleaded (required)",310,6,"AUTOMATED_MANUAL","rear wheel drive",4,"Luxury,Performance","Large","Sedan",28,18,"1",78100
"Porsche","Panamera",2016,"premium unleaded (required)",310,6,"AUTOMATED_MANUAL","rear wheel drive",4,"Luxury,Performance","Large","Sedan",28,18,"1",78100
